username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"jt120651","2017-08-09-17:54",0,0,0,"Breaking News | RAW Video Crane Collapse Mecca’s Grand Mosque Saudi Arabi http://omni-innotech.com/breaking-news-raw-video-crane-collapse-meccas-grand-mosque-saudi-arabi/ …","","","","895402832064430081","","","https://twitter.com/jt120651/status/895402832064430081",""
"Easy_Branches","2017-06-02-22:42",0,0,0,"Crane collapse kills 107 at Mecca’s Grand Mosque ahead of hajj http://news.easybranches.com/crane-collapse-kills-107-at-meccas-grand-mosque-ahead-of-hajj/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …","","","","870832915411746816","","","https://twitter.com/Easy_Branches/status/870832915411746816",""
"SuperRealNews","2016-12-23-06:30",0,0,0,"Deadly NYC crane collapse at Mecca's Grand Mosque pic.twitter.com/3PLRrOODkA","","","","812259101052801024","","","https://twitter.com/SuperRealNews/status/812259101052801024","https://pbs.twimg.com/media/CcRe5JoWIAAeSU_.jpg"
"csteady320","2016-11-29-22:13",0,0,0,"107 killed in crane collapse at Mecca's Grand Mosque @ CNNhttp://cnn.it/1Nmv3yU","","@ CNNhttp","","803799189301784576","","","https://twitter.com/csteady320/status/803799189301784576",""
"llookk_","2016-11-17-21:39",0,0,0,"أعجبني فيديو @ YouTube من @ wochittwit http://youtu.be/zMMP16CboI0?a Crane Collapse at Mecca's Grand Mosque Kills 107","","@ YouTube @ wochittwit","","799441879075028992","","","https://twitter.com/llookk_/status/799441879075028992",""
"mussaali1234562","2016-10-24-19:27",0,1,0,"Crane Collapse at Mecca's Grand Mosque Kills 107 https://youtu.be/zMMP16CboI0 عبر @ YouTube","","@ YouTube","","790696341458587648","","","https://twitter.com/mussaali1234562/status/790696341458587648",""
"DTeambanning","2016-09-19-16:17",0,0,0,"At least 107 dead in crane collapse in Mecca's Grand Mosque http://fb.me/1kwDm7E8k","","","","777964775154212864","","","https://twitter.com/DTeambanning/status/777964775154212864",""
"AlshmreM1966","2016-08-29-20:52",0,0,0,"14 people, including 8 non- # Saudis currently on trial for crane collapse in Mecca's Grand Mosque exactly a year ago. https://twitter.com/OKAZ_online/status/770417917452320772 …","","","# Saudis","770423830057811968","","","https://twitter.com/AlshmreM1966/status/770423830057811968","https://pbs.twimg.com/media/CrES3vGWAAA3C6D.jpg"
"fanazer","2016-08-29-20:39",1,1,0,"14 people, including 8 non- # Saudis currently on trial for crane collapse in Mecca's Grand Mosque exactly a year ago. https://twitter.com/OKAZ_online/status/770417917452320772 …","","","# Saudis","770420572241141761","","","https://twitter.com/fanazer/status/770420572241141761","https://pbs.twimg.com/media/CrES3vGWAAA3C6D.jpg"
"RedPilledNative","2016-07-04-14:22",0,0,0,"Hajj pilgrimage to go ahead despite tragic crane collapse at Mecca’s Grand Mosque http://fb.me/760pRP0qa","","","","750032050317512704","","","https://twitter.com/RedPilledNative/status/750032050317512704",""
"Oppositionto6","2016-07-03-07:58",0,0,2,"Quran says that people are Protected in Mecca The collapse of a crane in Mecca’s Grand Mosque killed 100 muslims","","","","749573097288769536","740212398947106817","Fahadmusl CraigCons","https://twitter.com/Oppositionto6/status/749573097288769536",""
