username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"RockRude1","2017-06-16-18:28",0,0,1,"The cop who shoot Walter Scott in the back on camera & lied in his police report, had a mistrial","","","","875842480071114753","875686095295533056","EgoSumPravus Omnizoa RBraceySherman","https://twitter.com/RockRude1/status/875842480071114753",""
"bfeldman89","2017-05-02-10:29",0,2,0,"Over two years ago we all saw the video of this officer shoot Walter Scott in the back as he ran away. Over 2yrs ago and 1 mistrial later... https://twitter.com/bfeldman89/status/859409979417272326 …","","","","859414496116453376","","","https://twitter.com/bfeldman89/status/859414496116453376",""
"NessParks","2016-12-11-21:38",0,1,0,". @ MomsDemand Wisdom on Walter Scott mistrial: 'A jury full of people cannot decide if it’s illegal to shoot someone running away from you?”","","@ MomsDemand","","808138991803449348","","","https://twitter.com/NessParks/status/808138991803449348",""
"QuanBee34","2016-12-08-22:04",0,0,0,"Michael Slager Jury Foreman Speaks Out On Mistrial In Walter Scott Shoot… https://tmblr.co/Zy8Ent2Fet5Qt","","","","807058217184493572","","","https://twitter.com/QuanBee34/status/807058217184493572","https://abs.twimg.com/emoji/v2/72x72/1f4f9.png"
"QuanBee34","2016-12-08-22:03",0,0,0,"Michael Slager Jury Foreman Speaks Out On Mistrial In Walter Scott Shoot... https://youtu.be/w41dAULfT6Y via @ YouTube","","@ YouTube","","807058129326325760","","","https://twitter.com/QuanBee34/status/807058129326325760",""
"MizGrafx","2016-12-08-20:01",0,0,0,"Michael Slager Jury Foreman Speaks Out On Mistrial In Walter Scott Shoot... https://youtu.be/w41dAULfT6Y via @ YouTube","","@ YouTube","","807027329398702080","","","https://twitter.com/MizGrafx/status/807027329398702080",""
"NO_ma_AM_","2016-12-08-18:28",0,1,0,"Michael Slager Jury Foreman Speaks Out On Mistrial In Walter Scott Shoot... https://youtu.be/w41dAULfT6Y via @ YouTube","","@ YouTube","","807004006761594880","","","https://twitter.com/NO_ma_AM_/status/807004006761594880",""
"cecc4901","2016-12-06-07:26",0,0,0,"Mistrial for S Carolina Officer Who Shot Walter Scott http://nyti.ms/2h82uJJ 'He was at least 17 feet away when Mr Slager began to shoot'","","","","806112517474910208","","","https://twitter.com/cecc4901/status/806112517474910208",""
"_ngoo","2016-12-06-06:46",0,0,0,"# GeorgiaBlackChamberOfCommerce South Carolina Judge Declares Mistrial In Walter Scott Shoot... Read Blog: http://owler.us/abVi3l","","","# GeorgiaBlackChamberOfCommerce","806102469813993472","","","https://twitter.com/_ngoo/status/806102469813993472",""
"airadam13","2016-12-06-03:25",0,0,0,"Walter Scott mistrial is a disgrace but not a surprise. So a cop can shoot a Black man in the back, plant evidence on him, and be excused...","","","","806051892849737728","","","https://twitter.com/airadam13/status/806051892849737728",""
"YungStunna05","2016-12-05-22:01",0,0,0,"Wait! They showed the cop shoot Walter Scott in Charleston on camera!! Jury talking bout a gahdamn mistrial!! HOW!!!!!!","","","","805970515315818496","","","https://twitter.com/YungStunna05/status/805970515315818496",""
"Mingomovement","2016-12-05-20:34",0,0,0,"Judge Declares Mistrial in Walter Scott Police Shooting Case - TIME shoot a man in the back and get off https://apple.news/AJP1qyEf-Ssufyd2fvggeGg …","","","","805948481525452800","","","https://twitter.com/Mingomovement/status/805948481525452800",""
"bcarkhuff","2016-12-05-18:47",0,0,0,"How you gonna shoot a man in the back and walk? Judge Declares Mistrial in Walter Scott Police Shooting Case - TIME https://apple.news/AJP1qyEf-Ssufyd2fvggeGg …","","","","805921499920158721","","","https://twitter.com/bcarkhuff/status/805921499920158721",""
"dijoni","2016-12-05-16:53",2,2,0,"# WalterScott judge Declare mistrial and Walter Scott shoot in case. Whites refuse to convict whites that killed blacks.","","","# WalterScott","805892986500329472","","","https://twitter.com/dijoni/status/805892986500329472",""
"thenickheads","2016-12-05-16:31",0,0,0,"Mistrial in murder case against cop who shot Walter Scott http://usat.ly/2h6PaW5 you can't shoot a man in the back as he runs away","","","","805887375285030912","","","https://twitter.com/thenickheads/status/805887375285030912",""
"1MartinMatthews","2016-12-05-16:29",1,2,1,"Showed this pic to my 11 yr old son & asked if he would shoot: 'No, that would be stupid' # HeKnows # WalterScott Mistrial Walter Scott pic.twitter.com/FRLwHAVcdQ","","","# HeKnows # WalterScott","805886932026884096","","","https://twitter.com/1MartinMatthews/status/805886932026884096","https://pbs.twimg.com/media/Cy8V5DHXEAAA2JM.jpg"
"Matthew1836","2016-12-05-16:23",0,1,0,"Walter Scott mistrial proves the south is still very racist You shoot a unarmed man in the back & you can't get a conviction # Shame","","","# Shame","805885446295351296","","","https://twitter.com/Matthew1836/status/805885446295351296",""
"nickmirzoeff","2016-12-05-16:22",1,1,0,"It's officially a mistrial in the Walter Scott case. You can shoot a person eight times in the back and be not... http://fb.me/8ETTrSzJO","","","","805885112659353605","","","https://twitter.com/nickmirzoeff/status/805885112659353605",""
"kadotien","2016-12-05-15:53",1,0,0,"Judge declares mistrial in fatal police shooting of Walter Scott (how to shoot in the back and get away with it) http://www.cnn.com/2016/12/05/us/michael-slager-murder-trial-walter-scott-mistrial/index.html …","","","","805877722618744833","","","https://twitter.com/kadotien/status/805877722618744833",""
"MLCHZDK","2016-12-05-15:43",0,0,0,"Video showing Officer Slager shoot Walter Scott in back and planted weapon on him was not enough. Mistrial declared.","","","","805875203284828160","","","https://twitter.com/MLCHZDK/status/805875203284828160",""
