username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"YahooCanadaNews","2017-06-09-12:10",0,1,0,"Former U.S. military intelligence analyst Chelsea Manning talks leaks, transition after prison release https://yhoo.it/2sbqkxG pic.twitter.com/cz5ClATYv6","","","","873210582715052033","","","https://twitter.com/YahooCanadaNews/status/873210582715052033","https://pbs.twimg.com/media/DB4qJE4XsAArpEc.jpg"
"pwfv3j0rtx","2017-05-19-00:58",0,0,0,"@ BBCBreaking: Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison https://t....","","@ BBCBreaking","","865431388077543426","","","https://twitter.com/pwfv3j0rtx/status/865431388077543426",""
"FaridAlli","2017-05-18-06:33",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11 pic.twitter.com/RLVIFOmy3U","","","","865153481690271744","","","https://twitter.com/FaridAlli/status/865153481690271744","https://pbs.twimg.com/media/DAGkgB8UAAA2EI8.jpg"
"NinjaEconomics","2017-05-17-11:09",31,44,5,"Chelsea Manning, who was behind one of the biggest intelligence leaks in US history, has been released from prison. http://bbc.in/2qrFe11","","","","864860485207719937","","","https://twitter.com/NinjaEconomics/status/864860485207719937",""
"GayspeakNews","2017-05-17-11:06",1,2,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11","","","","864859779184906240","","","https://twitter.com/GayspeakNews/status/864859779184906240",""
"VotePoliticsnow","2017-05-17-08:42",3,0,0,"Should Chelsea Manning, convicted for one of the largest intelligence leaks in history, been freed from prison today? # chelseamanning","","","# chelseamanning","864823507582152704","","","https://twitter.com/VotePoliticsnow/status/864823507582152704","https://abs.twimg.com/emoji/v2/72x72/1f6a8.png"
"farhanjamil1975","2017-05-17-08:12",0,1,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison pic.twitter.com/gTtljTRxjg","","","","864816000235188224","","","https://twitter.com/farhanjamil1975/status/864816000235188224","https://pbs.twimg.com/media/DABxjzuXgAASciI.jpg"
"brookefoxnews","2017-05-17-07:55",3,1,1,"Chelsea Manning, who was behind one of the biggest intelligence leaks in US history, has been released from prison this AM # chelseamanning","","","# chelseamanning","864811680781312000","","","https://twitter.com/brookefoxnews/status/864811680781312000",""
"Yubbie007","2017-05-17-07:25",2,4,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11","","","","864804166736261120","","","https://twitter.com/Yubbie007/status/864804166736261120",""
"Breaking_4_News","2017-05-17-07:22",0,0,0,"# BREAKING: Chelsea Manning, Woman behind one of the biggest intelligence leaks in US history has been released from prison # BreakingNewspic.twitter.com/7VlhKiN7NO","","","# BREAKING # BreakingNewspic","864803221612765184","","","https://twitter.com/Breaking_4_News/status/864803221612765184","https://pbs.twimg.com/media/DABl8TWWAAMZgGr.jpg"
"TSHERIN72163888","2017-05-17-07:18",0,0,0,"Chelsea Manning, who was behind one of the biggest intelligence leaks in US history, has been released from prison.","","","","864802264103362560","","","https://twitter.com/TSHERIN72163888/status/864802264103362560",""
"IsaiasVelez_","2017-05-17-07:12",1,0,0,"# BREAKING Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison pic.twitter.com/HGt2F6JKSq","","","# BREAKING","864800897590743040","","","https://twitter.com/IsaiasVelez_/status/864800897590743040","https://pbs.twimg.com/media/DABj09iVoAE5PEB.jpg"
"iyouport_news","2017-05-17-07:05",4,1,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison 恭喜曼宁被释放 # humanrights","","","# humanrights","864798970131881984","","","https://twitter.com/iyouport_news/status/864798970131881984",""
"AmnistiaCAT","2017-05-17-07:01",1,0,0,"Ara RT @ BBCBreaking: Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison","","@ BBCBreaking","","864797898306990080","","","https://twitter.com/AmnistiaCAT/status/864797898306990080",""
"ShafranNaizer","2017-05-17-06:59",0,0,0,"RT BBCBreaking: Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… …","","","","864797448216170496","","","https://twitter.com/ShafranNaizer/status/864797448216170496",""
"MBFC_News","2017-05-17-06:53",0,1,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11","","","","864796113538338816","","","https://twitter.com/MBFC_News/status/864796113538338816",""
"BSAFunds","2017-05-17-06:50",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11 …","","","","864795327769051137","","","https://twitter.com/BSAFunds/status/864795327769051137",""
"djife2","2017-05-17-06:49",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… http://ift.tt/2qqY1ZS …","","","","864794933810606080","","","https://twitter.com/djife2/status/864794933810606080",""
"sportapples362","2017-05-17-06:48",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… http://ift.tt/2qqY1ZS …","","","","864794656508456960","","","https://twitter.com/sportapples362/status/864794656508456960",""
"Missycilious","2017-05-17-06:47",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… https://twitter.com/i/web/status/864793817496596480 …","","","","864794519769939969","","","https://twitter.com/Missycilious/status/864794519769939969",""
"iowabrandy502","2017-05-17-06:46",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… http://ift.tt/2qqY1ZS …","","","","864794234162958337","","","https://twitter.com/iowabrandy502/status/864794234162958337",""
"Figikung","2017-05-17-06:46",0,0,0,"RT BBCBreaking: Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… …","","","","864794200251957248","","","https://twitter.com/Figikung/status/864794200251957248",""
"lpsffs2","2017-05-17-06:46",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… http://ift.tt/2qqY1ZS …","","","","864794148297199617","","","https://twitter.com/lpsffs2/status/864794148297199617",""
"newsbott3r","2017-05-17-06:45",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… https://twitter.com/i/web/status/864793817496596480 …","","","","864794065220620289","","","https://twitter.com/newsbott3r/status/864794065220620289",""
"TopTwts","2017-05-17-06:45",0,0,0,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison… https://twitter.com/i/web/status/864793817496596480 …","","","","864794057117229057","","","https://twitter.com/TopTwts/status/864794057117229057",""
"BBCBreaking","2017-05-17-06:44",2881,4401,214,"Chelsea Manning who was behind one of the biggest intelligence leaks in US history has been released from prison http://bbc.in/2qrFe11 pic.twitter.com/qgWyNxCXXU","","","","864793817496596480","","","https://twitter.com/BBCBreaking/status/864793817496596480","https://pbs.twimg.com/media/DABdZHEXkAAtrIo.jpg"
"JoseEthnography","2017-05-17-05:56",0,0,0,"Former # USA # Army # intelligence analyst Chelsea # Manning behind # leaks to # WikiLeaks. At a # Kansas military # prison after 7 years, # freedom!pic.twitter.com/kg2V050RSn","","","# USA # Army # intelligence # Manning # leaks # WikiLeaks # Kansas # prison # freedom","864781590911700992","","","https://twitter.com/JoseEthnography/status/864781590911700992","https://pbs.twimg.com/media/DABRp55W0AAKRum.jpg"
"FDRInvestments","2017-01-17-16:20",0,0,0,"BREAKING: Obama largely commutes remaining prison sentence of Chelsea Manning, army intelligence analyst convicted of massive 2010 leak -NY…","","","","821467254139265024","","","https://twitter.com/FDRInvestments/status/821467254139265024",""
"CNBCnow","2017-01-17-16:19",27,31,6,"BREAKING: Obama largely commutes remaining prison sentence of Chelsea Manning, army intelligence analyst convicted of massive 2010 leak -NYT","","","","821467099801468928","","","https://twitter.com/CNBCnow/status/821467099801468928",""
"CNBC","2017-01-17-16:19",19,20,1,"BREAKING: Obama largely commutes remaining prison sentence of Chelsea Manning, army intelligence analyst convicted of massive 2010 leak -NYT","","","","821467099658862593","","","https://twitter.com/CNBC/status/821467099658862593",""
