username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"QLifeMedia","2017-12-14-06:43",0,0,0,". @ qlifemagazine Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash http://bit.ly/2kpKIVe","","@ qlifemagazine","","941272353387962369","","","https://twitter.com/QLifeMedia/status/941272353387962369",""
"TorontoNewsMail","2017-08-08-18:43",0,0,0,"Prosecutors declined to charge Caitlyn Jenner in fatal car crash http://torontodailymail.com/prosecutors-declined-to-charge-caitlyn-jenner-in-fatal-car-crash/23476/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost … # entertainment","","","# entertainment","895052884873818112","","","https://twitter.com/TorontoNewsMail/status/895052884873818112",""
"notbobsaget","2017-01-09-15:42",0,0,0,"Caitlyn Jenner Could Face Manslaughter Charge in Fatal Car Crash http://nbcnews.to/1HYJXoc via @ nbcnews","","@ nbcnews","","818558493422682112","","","https://twitter.com/notbobsaget/status/818558493422682112",""
"QLifeMedia","2016-12-27-07:14",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813719609345863680","","","https://twitter.com/QLifeMedia/status/813719609345863680",""
"GayDotVegas","2016-12-27-07:14",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813719607588495364","","","https://twitter.com/GayDotVegas/status/813719607588495364",""
"QLifeMedia","2016-12-26-12:27",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813436180633030656","","","https://twitter.com/QLifeMedia/status/813436180633030656",""
"GayDotVegas","2016-12-26-12:27",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813436179261464576","","","https://twitter.com/GayDotVegas/status/813436179261464576",""
"QLifeMedia","2016-12-25-18:07",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813159211924262912","","","https://twitter.com/QLifeMedia/status/813159211924262912",""
"GayDotVegas","2016-12-25-18:07",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","813159210955325440","","","https://twitter.com/GayDotVegas/status/813159210955325440",""
"QLifeMedia","2016-11-30-05:45",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","803912955959988224","","","https://twitter.com/QLifeMedia/status/803912955959988224",""
"GayDotVegas","2016-11-30-05:45",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","803912954953334784","","","https://twitter.com/GayDotVegas/status/803912954953334784",""
"QLifeMedia","2016-11-25-06:54",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","802118297911033857","","","https://twitter.com/QLifeMedia/status/802118297911033857",""
"GayDotVegas","2016-11-25-06:54",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","802118296661147653","","","https://twitter.com/GayDotVegas/status/802118296661147653",""
"QLifeMedia","2016-11-23-02:45",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","801330891419254784","","","https://twitter.com/QLifeMedia/status/801330891419254784",""
"GayDotVegas","2016-11-23-02:45",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","801330889594728448","","","https://twitter.com/GayDotVegas/status/801330889594728448",""
"QLifeMedia","2016-11-22-18:15",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","801202583058550784","","","https://twitter.com/QLifeMedia/status/801202583058550784",""
"GayDotVegas","2016-11-22-18:15",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","801202581934481408","","","https://twitter.com/GayDotVegas/status/801202581934481408",""
"QLifeMedia","2016-10-24-01:11",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","790420394624753664","","","https://twitter.com/QLifeMedia/status/790420394624753664",""
"GayDotVegas","2016-10-24-01:11",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","790420393383174144","","","https://twitter.com/GayDotVegas/status/790420393383174144",""
"GayDotVegas","2016-06-17-13:48",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash http://bit.ly/1UnxT9X","","","","743862815656542208","","","https://twitter.com/GayDotVegas/status/743862815656542208",""
"QLifeMedia","2016-06-17-13:48",0,0,0,". @ qvegas Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash http://bit.ly/1UnxT9X","","@ qvegas","","743862814691844096","","","https://twitter.com/QLifeMedia/status/743862814691844096",""
"GayDotVegas","2016-06-11-10:52",0,0,0,"Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","","","741644170498957313","","","https://twitter.com/GayDotVegas/status/741644170498957313",""
"QLifeMedia","2016-06-11-10:52",0,1,0,". @ qvegas Police Investigation Recommends Caitlyn Jenner Face Manslaughter Charge in Fatal Malibu Car Crash https://gay.vegas/news/item/dK5pbqoX6a …","","@ qvegas","","741644169366495232","","","https://twitter.com/QLifeMedia/status/741644169366495232",""
