username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"BennettHelen2","2018-08-04-01:13",0,2,0,"That's because he is still upset that no well known celebrity came to his inauguration! Don Don got so mad, even Melania was screamed at, he's seething! He has said he always makes people pay if they upset him! Guess all you 68 Million Americans who didn't vote for him are toast","","","","1025610727099428864","1025586524782559232","TheZenPuppy realDonaldTrump POTUS","https://twitter.com/BennettHelen2/status/1025610727099428864",""
"Nanasjt","2018-08-01-21:47",0,2,0,"Maybe he should be paying for these EGO Rallies with the $50+ million missing from his inauguration funds? I read he raised the most, but spent the least due to fewest inauguration balls. SHOW AMERICANS THE (missing) MONEY, you con man, fake POTUS!","","","","1024834068347793408","1024762772733796353","Buckleup36 realDonaldTrump TheJusticeDept","https://twitter.com/Nanasjt/status/1024834068347793408",""
"tomalin_steve","2018-08-01-18:47",0,2,2,"Three million more Americans actually voted for Hilary Clinton, than for trump so we actually, factually outnumber trump supporters, just a fact. Obama’s inauguration was bigger too, snowflake.","","","","1024788790261370880","1024685256035717125","JackLamb1957 RepSwalwell MGrivicic","https://twitter.com/tomalin_steve/status/1024788790261370880",""
"myerschrisj","2018-07-28-10:17",0,0,0,"The nice thing is that, due to the presence of one of his golf clubs there, New Jersey is really the only blue state POTUS has spent significant time in since his inauguration. So when he visits Bedminster it helps him connect with the 66-million Americans who voted for Hillary.","","","","1023210775337304064","1023198595045044226","KellyO","https://twitter.com/myerschrisj/status/1023210775337304064",""
"rangersfan1966","2018-07-26-20:37",1,23,2,"Trump then went onto say that his Second Inauguration was witnessed by 8 million Americans at the Capitol, and the Pay-per-View rights made $100 million!","","","","1022642145419841536","1022641238460309504","thehill","https://twitter.com/rangersfan1966/status/1022642145419841536",""
"IamLita","2018-07-22-14:24",0,0,0,"Logic alone; that more Americans voted for Hillary Clinton than any other losing presidential candidate in US history, and she outpaced Trump by almost 2.9 million votes belies Spicer's absurd claim that trump had the biggest inauguration attendance in history.","","","","1021098649697206272","1021077689111900160","jeffgoldesq thehill","https://twitter.com/IamLita/status/1021098649697206272",""
"pas131313","2018-07-20-18:38",0,0,0,"America as a whole doesn't seem to include the majority of Americans, like the majority of Americans who did not vote for him. He accepted plenty of money: $15 million from Renaissance Technologies, $6 million from McMahon Ventures, plus $107 million for the inauguration. . .","","","","1020437718013100032","1020421926936666113","News2State","https://twitter.com/pas131313/status/1020437718013100032",""
"DRSTRANGLOVE1","2018-07-19-14:42",0,0,0,"The New York Times reports that U.S. officials gave Trump in-depth intelligence in January 2017 before his inauguration that Putin ordered the Russian hacks on the 2016 U.S. election. 300 MILLION AMERICANS DEMAND THAT MUELLER MUST INDICT. THIS TRAITOR NEEDS TO BE INDICTED. pic.twitter.com/2hs5dN1VxF","","","","1020016037381619712","1019936133147516929","realDonaldTrump","https://twitter.com/DRSTRANGLOVE1/status/1020016037381619712",""
"DRSTRANGLOVE1","2018-07-19-14:41",0,0,0,"The New York Times reports that U.S. officials gave Trump in-depth intelligence in January 2017 before his inauguration that Putin ordered the Russian hacks on the 2016 U.S. election. 300 MILLION AMERICANS DEMAND THAT MUELLER MUST INDICT. THIS TRAITOR NEEDS TO BE INDICTED. pic.twitter.com/h0ILAsRxhJ","","","","1020015855122329600","1019938748413435910","realDonaldTrump","https://twitter.com/DRSTRANGLOVE1/status/1020015855122329600",""
"DRSTRANGLOVE1","2018-07-19-14:41",0,0,0,"The New York Times reports that U.S. officials gave Trump in-depth intelligence in January 2017 before his inauguration that Putin ordered the Russian hacks on the 2016 U.S. election. 300 MILLION AMERICANS DEMAND THAT MUELLER MUST INDICT. THIS TRAITOR NEEDS TO BE INDICTED. pic.twitter.com/gkXa7FYevm","","","","1020015732447371265","1020008975922810883","realDonaldTrump","https://twitter.com/DRSTRANGLOVE1/status/1020015732447371265","https://pbs.twimg.com/media/DifS5X4VsAAN4eq.jpg"
