username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"RandomNews5","2017-08-21-14:11",0,0,0,"Qaeda Branch in Yemen Louvre knife attack: Soldier shoots","","","","899695476022398977","","","https://twitter.com/RandomNews5/status/899695476022398977",""
"TotesMcGotes","2017-08-14-18:35",0,0,0,"And my point still stands: Machete attack Louvre Hammer attack Notre Dame Knife attack Eiffel Tower Car into French soldiers Now this.","","","","897225159886618624","","","https://twitter.com/TotesMcGotes/status/897225159886618624",""
"BradThor","2017-08-14-18:27",85,65,18,"Paris 2017: Machete attack at Louvre Hammer attack at Notre Dame Knife attack at Eiffel Tower Car driven into French soldiers Now this: https://twitter.com/DailyMirror/status/897192210973773826 …","","","","897223155433000965","","","https://twitter.com/BradThor/status/897223155433000965","https://pbs.twimg.com/media/DHN3L7cXUAA09hg.jpg"
"IainJamesRobb","2017-05-03-08:33",0,0,0,"Remember when CNN and the New York Times covered the Louvre machete attack by saying a soldier had shot a suspect with a knife?","","","","859747814095687680","859545285516820482","Harry1T6 PrisonPlanet","https://twitter.com/IainJamesRobb/status/859747814095687680",""
"JohnWSaundersII","2017-02-11-04:47",0,0,0,"Louvre knife attack: Soldier shoots assailant near Paris museum http://www.cnn.com/2017/02/03/europe/france-paris-louvre-incident/index.html …","","","","830352602806177792","828921645683318785","JohnWSaundersII sjfotos","https://twitter.com/JohnWSaundersII/status/830352602806177792",""
"losangelesinfor","2017-02-07-21:47",0,0,0,"Knife-wielding Man Attacks Soldiers near Louvre – French President says Terrorist Attack –… http://losangelesinformer.com/165158/knife-wielding-man-attacks-soldiers-near-louvre-french-president-says-terrorist-attack-los-angeles-video/ …pic.twitter.com/AS2br0cNcy","","","","829159779977293824","","","https://twitter.com/losangelesinfor/status/829159779977293824","https://pbs.twimg.com/media/C4HEbNaUcAAQtFG.jpg"
"UGiangrieco","2017-02-07-11:16",1,1,0,"Louvre knife attack: Soldier shoots assailant near Paris museum http://www.cnn.com/2017/02/03/europe/france-paris-louvre-incident/index.html …","","","","829000815054618625","","","https://twitter.com/UGiangrieco/status/829000815054618625",""
"trendingseattle","2017-02-06-01:10",0,0,0,"Louvre knife attack: Soldier shoots assailant near Paris museum https://flexpointmarketingblog.wordpress.com/2017/02/06/louvre-knife-attack-soldier-shoots-assailant-near-paris-museum …pic.twitter.com/1T9yaVdzUT","","","","828485946505060353","","","https://twitter.com/trendingseattle/status/828485946505060353","https://pbs.twimg.com/media/C39fk5UVcAEDCz_.jpg"
"365TopNews","2017-02-05-20:00",0,0,0,"Paris knife attack: soldier shoots man outside Louvre in 'terrorist' incident http://bit.ly/2kgS7rh pic.twitter.com/CBshMiAMuj","","","","828407896966885376","","","https://twitter.com/365TopNews/status/828407896966885376","https://pbs.twimg.com/media/C38Yl0EWYAAq5EE.jpg"
"sterndixon","2017-02-05-08:06",0,0,0,"Paris knife attack: soldier shoots man outside Louvre in 'terrorist' incident http://fb.me/359LGAOch","","","","828228373667254273","","","https://twitter.com/sterndixon/status/828228373667254273",""
