username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"FLSenateDems","2018-02-21-12:53",6,12,2,"Expecting return of bills postponed by Senate as battle rages over gun laws, Democratic Sens @ LindaStewartFL of Orlando & @ FarmerForFLSen of Lighthouse Pt filed amendments to ban # AssaultWeapons/impose stricter background checks. # NeverAgain # HearTheBillshttp://www.orlandosentinel.com/news/politics/political-pulse/os-stoneman-douglas-guns-rally-20180221-story.html …","","@ LindaStewartFL @ FarmerForFLSen","# AssaultWeapons # NeverAgain # HearTheBillshttp","966370253843378177","","","https://twitter.com/FLSenateDems/status/966370253843378177",""
"scopesitout","2016-08-18-09:11",0,0,0,"Senate follow Orlando terrorist attack with vote on gun laws, limits on second amendment... http://fb.me/4Yus2iepa","","","","766261139508297729","","","https://twitter.com/scopesitout/status/766261139508297729",""
"scopesitout","2016-08-18-07:56",0,0,0,"Senate follows Orlando terrorist attack with vote on gun laws, limits on second amendment... http://fb.me/3l57UmZ2b","","","","766242290956328964","","","https://twitter.com/scopesitout/status/766242290956328964",""
"NairobiObserver","2016-06-26-09:41",0,0,0,"Observer Alert!!! US Senate Votes Down Gun Laws Amendment after the Orlando hooting https://twitter.com/CNN/status/747060277380775936 …","","","","747062155896291328","","","https://twitter.com/NairobiObserver/status/747062155896291328","https://pbs.twimg.com/cards/player-placeholder.png"
"ONowland","2016-06-24-14:37",0,0,0,"In wake of Orlando mass murder, Senate rejects all four proposed gun control amendments http://www.dailykos.com/story/2016/6/20/1540781/-In-wake-of-Orlando-mass-murder-Senate-rejects-all-four-proposed-gun-control-amendments …","","","","746411861323587584","","","https://twitter.com/ONowland/status/746411861323587584",""
"AdenahTara","2016-06-23-22:08",0,0,0,"In wake of Orlando mass murder, Senate rejects all four proposed gun control amendments http://www.dailykos.com/story/2016/6/20/1540781/-In-wake-of-Orlando-mass-murder-Senate-rejects-all-four-proposed-gun-control-amendments …","","","","746163009081376768","","","https://twitter.com/AdenahTara/status/746163009081376768",""
"abynorml","2016-06-23-20:42",0,0,0,"In wake of Orlando mass murder, Senate rejects all four proposed gun control amendments http://www.dailykos.com/story/2016/6/20/1540781/-In-wake-of-Orlando-mass-murder-Senate-rejects-all-four-proposed-gun-control-amendments … # SENATE # REPUBLICANS!! # NRA","","","# SENATE # REPUBLICANS # NRA","746141339633459200","","","https://twitter.com/abynorml/status/746141339633459200",""
"ZAMBONPAOLO1","2016-06-23-07:56",0,0,0,"In wake of Orlando mass murder, Senate rejects all four proposed gun control amendments http://www.dailykos.com/story/2016/6/20/1540781/-In-wake-of-Orlando-mass-murder-Senate-rejects-all-four-proposed-gun-control-amendments …","","","","745948584802127872","","","https://twitter.com/ZAMBONPAOLO1/status/745948584802127872",""
"bitly_agent","2016-06-23-03:39",0,0,0,"Senate Rejects Four Gun Control Amendments, Just a Week After Orlando Shooting - Mic # just https://dragplus.com/post/id/36393589 …","","","# just","745883885641306113","","","https://twitter.com/bitly_agent/status/745883885641306113",""
"ConnollyDC","2016-06-22-16:18",1,0,0,"On Senate floor now, @ SenMikeLee connecting 2nd, 4th, and 5th amendments and the post-Orlando gun debate.","","@ SenMikeLee","","745712684310593537","","","https://twitter.com/ConnollyDC/status/745712684310593537",""
