username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"majjelelo","2018-07-07-16:19",0,0,0,"North and South Korea vow to end the Korean War in historic accord http://majjelelo.com/2018/07/07/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord-2/ …pic.twitter.com/klKLLVDGio","","","","1015691695566929920","","","https://twitter.com/majjelelo/status/1015691695566929920","https://pbs.twimg.com/media/Dhh2NuCU0AAyYAl.jpg"
"Hunt450","2018-06-23-16:12",1,1,2,"GDP above 3%. Black unemployment at historic lows. North Korea agrees to denuclearize (and end to war with South Korea). ISIS defeated. No TPP. No Paris Climate Accord. Don't watch CNN or Comedy Central for your news","","","","1010616596417544192","1010610233528410112","WorldCrimeDude TheCyborgBreon HamillHimself","https://twitter.com/Hunt450/status/1010616596417544192",""
"Jsm121063","2018-06-11-10:05",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_topstories+%28RSS%3A+CNN+-+Top+Stories%29 …","","","","1006175544164208640","","","https://twitter.com/Jsm121063/status/1006175544164208640",""
"RonielleMtl","2018-05-12-07:33",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://buff.ly/2FlmxAd","","","","995265671226449920","","","https://twitter.com/RonielleMtl/status/995265671226449920",""
"tribranchvo","2018-05-07-22:08",9,30,0,"“North and South Korea vow to end the Korean War in historic accord” pic.twitter.com/94yQNY4tru","","","","993674029801332736","","","https://twitter.com/tribranchvo/status/993674029801332736","https://pbs.twimg.com/media/Dco9QHEU8AAqKPo.jpg"
"ReservasJavier","2018-05-05-05:24",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://edition.cnn.com/2018/04/27/asia/korean-summit-intl/index.html …","","","","992696603768180736","","","https://twitter.com/ReservasJavier/status/992696603768180736",""
"majjelelo","2018-05-04-05:36",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://majjelelo.com/2018/05/04/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …pic.twitter.com/bRqNGbHvJA","","","","992337139093434369","","","https://twitter.com/majjelelo/status/992337139093434369","https://pbs.twimg.com/media/DcV9XkzU8AAor76.jpg"
"aaronmspelling","2018-05-04-01:36",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://allabout3.co.place/freshnews/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …pic.twitter.com/veCvZcJ5Zt","","","","992276757557297152","","","https://twitter.com/aaronmspelling/status/992276757557297152","https://pbs.twimg.com/media/DcVGc19U0AUI1Cj.jpg"
"Beindenosite","2018-05-03-21:21",0,0,0,"New post (North and South Korea vow to end the Korean War in historic accord) has been published on Be In The Know - http://www.beindeno.com/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ … # news # trendingpic.twitter.com/Dc5YHQB8kO","","","# news # trendingpic","992212541509132322","","","https://twitter.com/Beindenosite/status/992212541509132322","https://pbs.twimg.com/media/DcUMDB9VQAIKqjS.jpg"
"royborn1","2018-05-03-06:48",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNNI https://cnn.it/2I4CSfB","","@ CNNI","","991992907275137024","","","https://twitter.com/royborn1/status/991992907275137024",""
"amanewsnow","2018-05-02-20:21",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://freshnews.co.network/justnews/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …pic.twitter.com/Oq4DweXssv","","","","991835203902504961","","","https://twitter.com/amanewsnow/status/991835203902504961","https://pbs.twimg.com/media/DcO03G5V4AAtdXg.jpg"
"IAmNeilMatheson","2018-05-02-15:20",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","991759335683514368","","","https://twitter.com/IAmNeilMatheson/status/991759335683514368",""
"BobBruffy","2018-05-01-22:36",0,0,1,"/2 of 11 North and South Korea vow to end the Korean War in historic accord","","","","991506595468267521","991506594230947844","","https://twitter.com/BobBruffy/status/991506595468267521","https://pbs.twimg.com/profile_images/1102726091/BobToon_normal.jpg"
"o8jF9qpLlIfGmTo","2018-05-01-08:05",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNNI https://cnn.it/2I4CSfB","","@ CNNI","","991287522004119552","","","https://twitter.com/o8jF9qpLlIfGmTo/status/991287522004119552",""
"AVNNewsFeed","2018-05-01-04:52",0,0,0,"North And South Korea Vow To End The Korean War In Historic Accord https://www.avnblogfeed.com/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …pic.twitter.com/IIgQmm8XZI","","","","991238968573382657","","","https://twitter.com/AVNNewsFeed/status/991238968573382657","https://pbs.twimg.com/media/DcGWlqHVMAAGYjJ.jpg"
"gaeun0827","2018-04-30-19:30",0,0,0,"남북한, 역사적인 합의로 한국 전쟁 종식을 서약하다.North and South Korea vow to end the Korean War in historic accord @ CNNI https://cnn.it/2I4CSfB","","@ CNNI","","991097399551537152","","","https://twitter.com/gaeun0827/status/991097399551537152",""
"PotusTrader","2018-04-30-12:57",0,0,0,"North and South Korea vow to end the Korean War in historic accord # KoreanWarEnds https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html …","","","# KoreanWarEnds","990998549717495812","","","https://twitter.com/PotusTrader/status/990998549717495812",""
"RobinSTLMO","2018-04-30-08:11",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990926492967231488","","","https://twitter.com/RobinSTLMO/status/990926492967231488",""
"realFlaTalkLead","2018-04-30-06:33",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990902070063652873","","","https://twitter.com/realFlaTalkLead/status/990902070063652873",""
"_DanielDyer_","2018-04-30-05:45",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www-m.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?ofs=fbia …","","","","990889910885343232","","","https://twitter.com/_DanielDyer_/status/990889910885343232",""
"erikgmarrero","2018-04-29-23:22",0,0,0,"North and South Korea vow to end the Korean War in historic accord. # KoreanSummit","","","# KoreanSummit","990793504388538373","","","https://twitter.com/erikgmarrero/status/990793504388538373",""
"Alexrosstweets","2018-04-29-18:02",0,0,0,"# Weekthatwas: North and South Korea aim to end Korean War with historic accord @ CNN https://www-m.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?rm=1 …","","@ CNN","# Weekthatwas","990713006488076288","","","https://twitter.com/Alexrosstweets/status/990713006488076288",""
"BrigitteCorn","2018-04-29-18:00",0,1,0,"North and SouthKorea agree to end Korean War in historic accord https://edition.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=fbCNN042718korean-summit-intl1002AMVODtop …","","","","990712544351391744","","","https://twitter.com/BrigitteCorn/status/990712544351391744",""
"MatthewC1R","2018-04-29-17:08",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990699306200977408","","","https://twitter.com/MatthewC1R/status/990699306200977408",""
"shitian321136","2018-04-29-16:14",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNNI https://cnn.it/2I4CSfB","","@ CNNI","","990685707654975489","","","https://twitter.com/shitian321136/status/990685707654975489",""
"Liberalinsc1","2018-04-29-15:22",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990672691014324224","","","https://twitter.com/Liberalinsc1/status/990672691014324224",""
"ProfBEEVANS","2018-04-29-13:08",0,0,0,"North and South Korea vow to end the Korean War in historic accord North and South Korea vow to end the Korean War in historic accord By: Ben Westcott","","","","990638967023390720","990638958194421760","","https://twitter.com/ProfBEEVANS/status/990638967023390720","https://pbs.twimg.com/profile_images/620061707822596096/Dl5OIil2_normal.jpg"
"kaithun","2018-04-29-12:58",0,0,0,"North And South Korea Vow To End The Korean War In Historic Accord http://lookingbeyondborders.com/2018/04/29/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …","","","","990636504702771200","","","https://twitter.com/kaithun/status/990636504702771200",""
"GeWest007","2018-04-29-09:25",0,1,0,"North and South Korea vow to end the Korean War in historic accord http://flip.it/51vhIf","","","","990582906186813440","","","https://twitter.com/GeWest007/status/990582906186813440",""
"yfwatson","2018-04-29-07:55",0,0,0,"North and South Korea vow to end the Korean War in historic accord http://cnnphilippines.com/world/2018/04/27/North-Korea-South-Korea-Kim-Jong-Un-Moon-Jae-in-peace-summit.html …","","","","990560222325428225","","","https://twitter.com/yfwatson/status/990560222325428225",""
"simplySiRii","2018-04-29-06:41",0,0,0,"North and South Korea vow to end the Korean War in historic accord: http://flip.it/l1TTS9","","","","990541545630658560","","","https://twitter.com/simplySiRii/status/990541545630658560",""
"FOX47News","2018-04-29-04:00",0,0,0,"North and South Korea agree to end Korean War in historic accord: http://bit.ly/2vP0277 pic.twitter.com/yrNDIKBeXU","","","","990500939957264384","","","https://twitter.com/FOX47News/status/990500939957264384","https://pbs.twimg.com/media/Dbzg-xYWsAIM43a.jpg"
"highrealities","2018-04-28-23:49",0,1,0,"North and South Korea vow to end the Korean War in historic accord https://cnn.it/2FlyFkC","","","","990437838700335104","","","https://twitter.com/highrealities/status/990437838700335104",""
"JasoLoco","2018-04-28-23:05",0,0,0,"North and South Korea agree to end Korean War in historic accord http://via.fox59.com/F89SM","","","","990426940166344704","","","https://twitter.com/JasoLoco/status/990426940166344704",""
"WXIISteveKing","2018-04-28-23:03",0,0,0,"North Korea and South Korea agree to end Korean War in historic accord: https://bit.ly/2HZni7b @ WXIIpic.twitter.com/H2dIzRzyHE","","@ WXIIpic","","990426405174472705","","","https://twitter.com/WXIISteveKing/status/990426405174472705","https://pbs.twimg.com/media/Db6zkEWVMAAKSrm.jpg"
"MikaeelMohammed","2018-04-28-20:16",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www-m.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=fbCNN042718korean-summit-intl1002AMVODtop …","","","","990384179400462336","","","https://twitter.com/MikaeelMohammed/status/990384179400462336",""
"sociallinkm","2018-04-28-19:09",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://freshnews.co.network/newsblog/north-and-south-korea-vow-to-end-the-korean-war-in-historic-accord/ …pic.twitter.com/Q6H8zSjyFQ","","","","990367503481262080","","","https://twitter.com/sociallinkm/status/990367503481262080","https://pbs.twimg.com/media/Db59_qGUwAAMi2A.jpg"
"AdamAWanderer","2018-04-28-18:50",0,0,0,"» North and South Korea vow to end the Korean War in historic accord https://flipboard.com/@flipboard/-north-and-south-korea-vow-to-end-the-ko/f-c8cf69ddb0%2Fcnn.com …","","","","990362673710813184","","","https://twitter.com/AdamAWanderer/status/990362673710813184",""
"VOJay_Pgh","2018-04-28-17:37",0,0,0,"North and South Korea vow to end the Korean War in historic accord http://flip.it/jD9F8U","","","","990344204009267200","","","https://twitter.com/VOJay_Pgh/status/990344204009267200",""
"JoseLALANE","2018-04-28-17:33",0,0,0,"North and South Korea agree to end Korean War in historic accord https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html …","","","","990343147430461441","","","https://twitter.com/JoseLALANE/status/990343147430461441",""
"a35362","2018-04-28-17:04",0,1,0,"North and South Korea vow to end the Korean War in historic accord @ CNNhttps://cnn.it/2I3HF0z","","@ CNNhttps","","990336044976525312","","","https://twitter.com/a35362/status/990336044976525312",""
"BrendaHattisbur","2018-04-28-16:51",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990332808026456064","","","https://twitter.com/BrendaHattisbur/status/990332808026456064",""
"milakdc","2018-04-28-16:35",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html …","","","","990328589093691392","","","https://twitter.com/milakdc/status/990328589093691392",""
"OptometryCE","2018-04-28-16:29",1,2,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z # peace # korea # northkorea # southkorea","","@ CNN","# peace # korea # northkorea # southkorea","990327230726328320","","","https://twitter.com/OptometryCE/status/990327230726328320",""
"rikusc","2018-04-28-16:19",0,0,0,"North and South Korea vow to end the Korean War in historic accord: https://cnn.it/2HAjKsQ","","","","990324729016971265","","","https://twitter.com/rikusc/status/990324729016971265",""
"jenni_tracy","2018-04-28-16:00",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I4CSfB","","@ CNN","","990319868892340226","","","https://twitter.com/jenni_tracy/status/990319868892340226",""
"DorianWMusic","2018-04-28-15:54",0,0,0,"North and South Korea Vow to End War, Denuclearization in Historic Accord https://ijr.com/2018/04/1089364-north-and-south-korea-vow-to-end-war-denuclearization-in-historic-accord/ …","","","","990318238717431809","","","https://twitter.com/DorianWMusic/status/990318238717431809",""
"IQ2US","2018-04-28-15:15",0,0,0,"North and South Korea vow to end the Korean War in historic accord http://ow.ly/YN7W30jJcpz","","","","990308452047228929","","","https://twitter.com/IQ2US/status/990308452047228929",""
"2014tfios","2018-04-28-13:59",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://trib.al/9Ux0X6g","","","","990289522633199616","","","https://twitter.com/2014tfios/status/990289522633199616",""
"joyce_loveland","2018-04-28-13:02",0,0,1,"North and South Korea vow to end the Korean War in historic accord http://via.q13fox.com/Ijs6J via @ Q13FOX","","@ Q13FOX","","990275102431309824","","","https://twitter.com/joyce_loveland/status/990275102431309824","https://pbs.twimg.com/profile_images/1015707985421611008/GD9F4quo_normal.jpg"
"dgendvil","2018-04-28-12:58",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990274038537838592","","","https://twitter.com/dgendvil/status/990274038537838592",""
"t0nyclifton","2018-04-28-12:52",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990272595395260417","","","https://twitter.com/t0nyclifton/status/990272595395260417",""
"choihongkwan","2018-04-28-12:18",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www-m.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=fbCNN042718korean-summit-intl1002AMVODtop …","","","","990264053908946944","","","https://twitter.com/choihongkwan/status/990264053908946944",""
"appledoir","2018-04-28-12:09",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://www-m.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=fbCNN042718korean-summit-intl1002AMVODtop …","","","","990261642431639552","","","https://twitter.com/appledoir/status/990261642431639552",""
"MichelleUdeli","2018-04-28-11:19",0,0,0,"North and South Korea agree to end Korean War in historic accord https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html …","","","","990249028263833600","","","https://twitter.com/MichelleUdeli/status/990249028263833600",""
"DebbieBrandt1","2018-04-28-11:03",0,0,0,"North, South Korea agree to end Korean War in historic accord http://wesh.com/article/north-south-korea-agree-to-end-korean-war-in-historic-accord/20081860?src=app …","","","","990245015266975744","","","https://twitter.com/DebbieBrandt1/status/990245015266975744",""
"noblemavely","2018-04-28-10:59",0,1,0,"Some goood news finally - North and South Korea vow to end the Korean War in historic accord @ CNNI https://cnn.it/2I4CSfB","","@ CNNI","","990244091417038848","","","https://twitter.com/noblemavely/status/990244091417038848",""
"EliciaDurtnall","2018-04-28-10:48",0,0,0,"North and South Korea vow to end the Korean War in historic accord @ CNN https://cnn.it/2I3HF0z","","@ CNN","","990241326225547266","","","https://twitter.com/EliciaDurtnall/status/990241326225547266",""
"Shannon091171","2018-04-28-10:04",0,0,0,"North and South Korea vow to end the Korean War in historic accord https://edition.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=twCNN042718korean-summit-intl1008AMVODtop …","","","","990230279620038667","","","https://twitter.com/Shannon091171/status/990230279620038667",""
"Nathyraigosa","2018-04-28-09:59",0,1,0,"North and South Korea vow to end the Korean War in historic accord https://www.cnn.com/2018/04/27/asia/korean-summit-intl/index.html?sr=fbCNN042718korean-summit-intl1002AMVODtop …","","","","990229048675708928","","","https://twitter.com/Nathyraigosa/status/990229048675708928",""
