username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"TopherCarlton","2018-08-04-11:06",0,2,0,"How many left, . @ Nigel_Farage . @ BorisJohnson . @ UKIP . @ Conservatives . @ RoyalFamily . @ KensingtonRoyal . @ theresa_may?? I worked at # NCRLtd on # Marylebone in ‘02-‘03. Felt safe. Now? I wouldn’t visit # London. Sad. # Brexit # Terrorism # MakeUKGreatAgain # Q # QAnon # WWG1WGA # MAGAhttps://twitter.com/v_of_europe/status/1025684302686760961 …","","@ Nigel_Farage @ BorisJohnson @ UKIP @ Conservatives @ RoyalFamily @ KensingtonRoyal @ theresa_may","# NCRLtd # Marylebone # London # Brexit # Terrorism # MakeUKGreatAgain # Q # QAnon # WWG1WGA # MAGAhttps","1025760014257008646","","","https://twitter.com/TopherCarlton/status/1025760014257008646",""
"Mandeep_sonu","2018-07-25-11:59",0,0,0,"@ 10DowningStreet @ theresa_may @ MayorofLondon dear PM @ sikhsforjustice @ SikhFedUK r fringe groups who are followers of bhindrawla a terrorist responsible of killing 35 thousand Hindus in punjab where sikh terrorists rendered 1 million homeless are now trying revive terrorism again https://twitter.com/sikhsforjustice/status/1022143746270482432 …","","@ 10DowningStreet @ theresa_may @ MayorofLondon @ sikhsforjustice @ SikhFedUK","","1022149414234681344","","","https://twitter.com/Mandeep_sonu/status/1022149414234681344","https://pbs.twimg.com/ext_tw_video_thumb/1022143673906225154/pu/img/1PJTIQLU1fXWrrDn.jpg"
"ssaauuddii21","2018-07-24-17:57",0,0,0,"# qatar # qatar_terrorism pic.twitter.com/8GmSMGQcvr","","","# qatar # qatar_terrorism","1021877161949626369","1021805645807452163","QatarEmb_London EdwinSamuelUK","https://twitter.com/ssaauuddii21/status/1021877161949626369","https://pbs.twimg.com/media/Di5v1vVWsAYiyPn.jpg"
"TheOnlyH8","2018-07-24-05:19",0,1,0,"# AcidAttack London! Hero # JordanPeterson Saves People From # TheresaMay and # SadiqKhan! # Superhero # joke # lol # robocop # scifi # AcidAttacks # knifecrime # guncrime # gangcrime # terrorism https://youtu.be/ryfzRv45NeQ","","","# AcidAttack # JordanPeterson # TheresaMay # SadiqKhan # Superhero # joke # lol # robocop # scifi # AcidAttacks # knifecrime # guncrime # gangcrime # terrorism","1021686215085641728","1021677619983593472","MayorofLondon","https://twitter.com/TheOnlyH8/status/1021686215085641728",""
"flamethrower82","2018-07-23-09:22",0,6,0,"@ SadiqKhan said that terrorism is 'part and parcel of living in a big city'. I feel sorry for the . I hear @ theresa_may is sabotaging # Brexit. It's illegal to post an 'Islamaphobic' tweet in London and can get you a year in prison. # FreeTommy","","@ SadiqKhan @ theresa_may","# Brexit # FreeTommy","1021385048833122305","1021321898561396736","Barbara4u2","https://twitter.com/flamethrower82/status/1021385048833122305","https://abs.twimg.com/emoji/v2/72x72/1f1ec-1f1e7.png"
"4azMedic","2018-07-22-16:43",0,2,0,"The London mayor would love to have him, after all Londoners have to accept terrorism as part of everyday life...","","","","1021133700359249920","1021110785907601408","ShehabiFares theresa_may","https://twitter.com/4azMedic/status/1021133700359249920",""
"CTBNews","2018-07-19-14:28",0,0,0,"A 20-year-old man has been found guilty of seeking to detonate a bomb in the vicinity of # DowningStreet and assassinate Prime Minister Theresa May # London # Terrorism @ metpoliceuk - https://bit.ly/2O3I99G pic.twitter.com/efoyeP3iQH","","@ metpoliceuk","# DowningStreet # London # Terrorism","1020012409061281794","","","https://twitter.com/CTBNews/status/1020012409061281794","https://pbs.twimg.com/media/DifP2x3W0AABKUA.jpg"
"greetingsmedia","2018-07-19-07:03",0,0,0,"A British Man was found guilty on Wednesday of a plot to kill Prime Minister Theresa May. Naa’imur Rahman, of north London, was convicted at the Old Bailey court of preparing to commit acts of terrorism.... https://www.facebook.com/greetingsmedia/posts/1627291944063891 …","","","","1019900551587401728","","","https://twitter.com/greetingsmedia/status/1019900551587401728",""
"NatashaFatah","2018-07-19-01:32",26,21,4,"Naa'imur Rahman, 20, of north London, convicted of preparing to commit acts of terrorism — a plot to kill PM Theresa May by first detonating an explosive device to get into her Downing Street office and then using a knife or a gun to attack her. https://www.reuters.com/article/us-britain-security-may/british-man-plotted-to-kill-prime-minister-theresa-may-idUSKBN1K82GY …","","","","1019817169041862656","","","https://twitter.com/NatashaFatah/status/1019817169041862656",""
"PaoloOrru2546","2018-07-18-05:06",0,1,0,"The Judas is celebrating the 100 years of MANDELA, it is all Bullshit as everyone knows he was a TERRORIST WITH THE KILLING of 19 Church goers with a Bomb, The dark side of MANDELA, Terrorism, The Statue in London should be DEMOLISHED.","","","","1019508663185272832","1019504714109669376","theresa_may","https://twitter.com/PaoloOrru2546/status/1019508663185272832",""
"warringworld","2018-07-16-18:10",0,0,0,"Theresa May defends Sadiq Khan after he was attacked by Donald Trump for ‘not tackling terrorism in London’ http://newsbythehour.org/wars http://bit.ly/2ushrzo","","","","1018981131314589696","","","https://twitter.com/warringworld/status/1018981131314589696",""
"Sheri1606","2018-07-16-17:00",0,0,0,"Theresa May slaps down Donald Trump over his attack on Sadiq Khan for not tackling terrorism in London http://flip.it/CyL6nT","","","","1018963651619905549","","","https://twitter.com/Sheri1606/status/1018963651619905549",""
"arnoyuma","2018-07-16-15:27",1,0,0,"Theresa May defends Sadiq Khan after he was attacked by Donald Trump for 'not tackling terrorism in London' https://www.thesun.co.uk/news/6794258/theresa-may-slaps-down-donald-trump-over-his-attack-on-sadiq-khan-for-not-tackling-terrorism-in-london/ …","","","","1018940113429164040","","","https://twitter.com/arnoyuma/status/1018940113429164040",""
"thegirlsun21","2018-07-16-14:07",0,0,0,"Theresa May Defends Sadiq Khan After He Was Attacked By Donald Trump For ‘not Tackling Terrorism In London’ https://thegirlsun.com/theresa-may-defends-sadiq-khan-after-he-was-attacked-by-donald-trump-for-not-tackling-terrorism-in-london/ …pic.twitter.com/FsQ8CBnduD","","","","1018920030296297472","","","https://twitter.com/thegirlsun21/status/1018920030296297472","https://pbs.twimg.com/media/DiPuXdjUwAAuHEe.jpg"
"theamedpost","2018-07-16-13:38",0,0,0,"Theresa May Defends Sadiq Khan After He Was Attacked By Donald Trump For ‘not Tackling Terrorism In London’ https://amedpost.com/theresa-may-defends-sadiq-khan-after-he-was-attacked-by-donald-trump-for-not-tackling-terrorism-in-london/ …","","","","1018912872506720258","","","https://twitter.com/theamedpost/status/1018912872506720258",""
