username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"prgreiner1","2017-12-12-21:10",0,0,0,"Lindsey Vonn is absolutely awsome http://www.lindseyvonn.com/en/home/ and I agree with her 110%. Lindsey is the best US skiier for the 2018 Winter Olympics and recent back injury http://www.lindseyvonn.com/en/home/ @St. Moritz will be overcome by then...","","","","940765720631283712","","","https://twitter.com/prgreiner1/status/940765720631283712",""
"monogenbatan","2017-12-12-15:25",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/659310 …","","","","940679110770266112","","","https://twitter.com/monogenbatan/status/940679110770266112",""
"sureegomangu","2017-12-12-15:25",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/659311 …","","","","940679110522753032","","","https://twitter.com/sureegomangu/status/940679110522753032",""
"sokashindozoku","2017-12-12-15:25",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/659309 …","","","","940679110501773313","","","https://twitter.com/sokashindozoku/status/940679110501773313",""
"ligiav18t","2017-12-12-10:43",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/653549 …","","","","940608115980021760","","","https://twitter.com/ligiav18t/status/940608115980021760",""
"ttamaraztuye","2017-12-12-08:23",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://votyus.me/usb/posts/573436 …","","","","940572762099408896","","","https://twitter.com/ttamaraztuye/status/940572762099408896",""
"panzennakute","2017-12-12-01:23",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/648751 …","","","","940467110270177281","","","https://twitter.com/panzennakute/status/940467110270177281",""
"natsugoshisurum","2017-12-12-00:07",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://votyus.me/usb/posts/569296 …","","","","940447923250311169","","","https://twitter.com/natsugoshisurum/status/940447923250311169",""
"sammieifrxt","2017-12-11-22:59",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/645403 …","","","","940430940698021888","","","https://twitter.com/sammieifrxt/status/940430940698021888",""
"kizumasamikuri","2017-12-11-22:59",0,0,0,"Lindsey Vonn Suffered A Back Injury At St. Moritz, Switzerland On Saturday | It Withheld Her From Racing On Sunday http://realusa.site/usa/posts/645402 …","","","","940430940458901504","","","https://twitter.com/kizumasamikuri/status/940430940458901504",""
