username,date,retweets,favorites,comments,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"ocofqijx","2018-08-07-17:10",0,0,0,"Homework assignment asks students to list positive aspects of slavery https://ift.tt/2vqIN9w A Texas charter school is apologizing after a teacher gave an assignment to an eighth grade American History class, asking students to list the positive aspects of slavery. from Home…","","","","1026938636271534080","","","https://twitter.com/ocofqijx/status/1026938636271534080",""
"Florida_32301","2018-07-28-08:26",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery https://ift.tt/2AhDv5f A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright …","","","","1023182855688675328","","","https://twitter.com/Florida_32301/status/1023182855688675328",""
"Boulder_80301","2018-07-28-08:26",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery https://ift.tt/2AhDv5f A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright …","","","","1023182820494254080","","","https://twitter.com/Boulder_80301/status/1023182820494254080",""
"IMPACT_SE","2018-07-16-09:32",1,0,0,"https://qz.com/1273998/for-10-years-students-from-texas-have-been-using-a-history-textbook-that-says-not-all-slaves-were-unhappy/ … Students in a Texas charter school were using a textbook which minimized the human rights violation of American slavery. After attention was brought to the matter, the school removed the textbook from its curriculum, and it will be replaced.","","","","1018850985157054464","","","https://twitter.com/IMPACT_SE/status/1018850985157054464",""
"manuelr24881275","2018-07-05-04:57",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery https://ift.tt/2IVLkfQ A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright …","","","","1014795301138436097","","","https://twitter.com/manuelr24881275/status/1014795301138436097",""
"Kurtis4822","2018-07-05-04:56",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery: A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright 2018 http://dlvr.it/QZX4WN pic.twitter.com/j3q5FCYMmQ","","","","1014795233878421504","","","https://twitter.com/Kurtis4822/status/1014795233878421504","https://pbs.twimg.com/media/DhVG4wzVMAAQ-0Q.jpg"
"qeninaT","2018-06-25-03:42",0,0,0,"Texas 8th-graders asked to list positives of slavery https://ift.tt/2tpwtFk A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright © 2018 …","","","","1011152657107611648","","","https://twitter.com/qeninaT/status/1011152657107611648",""
"josesepeda8","2018-06-18-23:17",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery https://ift.tt/2lis02P A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright …","","","","1008911564383178753","","","https://twitter.com/josesepeda8/status/1008911564383178753",""
"EWSStudio","2018-06-15-00:38",0,0,0,"Texas charter school apologizes for asking students to list positive aspects of slavery http://thehill.com/homenews/news/384240-texas-charter-school-apologizes-for-asking-students-to-list-positive-aspects-of …","","","","1007482339411288065","","","https://twitter.com/EWSStudio/status/1007482339411288065",""
"hasojipT","2018-06-07-22:20",0,0,0,"Texas 8th-graders asked to list positives of slavery: A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright © 2018 http://dlvr.it/QWZF5g","","","","1004911124918120448","","","https://twitter.com/hasojipT/status/1004911124918120448",""
"NorthLasVegas_c","2018-05-30-03:27",0,0,0,"Homework assignment asks students to list positive aspects of slavery https://ift.tt/2xodXlt A Texas charter school is apologizing after a teacher gave an assignment to an eighth grade American History class, asking students to list the positive aspects of slavery. from Home…","","","","1001726775372771328","","","https://twitter.com/NorthLasVegas_c/status/1001726775372771328",""
"Santa_Cruz_CA_","2018-05-30-03:20",0,0,0,"Homework assignment asks students to list positive aspects of slavery https://ift.tt/2skSunq A Texas charter school is apologizing after a teacher gave an assignment to an eighth grade American History class, asking students to list the positive aspects of slavery. from Home…","","","","1001725000729157633","","","https://twitter.com/Santa_Cruz_CA_/status/1001725000729157633",""
"The_lnformer","2018-05-29-23:00",0,0,0,"Eighth graders at charter school in Texas asked to list 'positive' and 'negative' parts of slavery in history class ... pic.twitter.com/QQzkfEEUEF","","","","1001659516239405056","","","https://twitter.com/The_lnformer/status/1001659516239405056","https://pbs.twimg.com/media/DeacBZSW4Aco4rQ.jpg"
"Frieda6121","2018-05-26-18:05",0,0,0,"Texas teacher asked 8th-graders to list positive aspects of slavery: A San Antonio charter school has apologized after a teacher asked students in an eighth-grade American history class to list the positive and negative aspects of slavery. copyright 2018 http://dlvr.it/QVCYdM pic.twitter.com/gNAyGg5Yix","","","","1000498124958253061","","","https://twitter.com/Frieda6121/status/1000498124958253061","https://pbs.twimg.com/media/DeJ7vfhU0AAiETw.jpg"
"GeneBryant2","2018-05-12-14:23",0,0,0,"Texas charter school reinstates teacher who asked students to list positive aspects of slavery http://thehill.com/blogs/blog-briefing-room/news/387254-texas-charter-school-reinstates-teacher-who-asked-students-to#.WvcxOFCjPH0.twitter …","","","","995369001474764801","","","https://twitter.com/GeneBryant2/status/995369001474764801",""
"hypervocal","2018-05-12-05:47",0,0,0,"Texas charter school reinstates teacher who asked students to list positive aspects of slavery http://bit.ly/2KjiO9c pic.twitter.com/pDzI90LZlL","","","","995239143696461824","","","https://twitter.com/hypervocal/status/995239143696461824","https://pbs.twimg.com/media/Dc_Mud9VAAEUDSk.jpg"
"TexasAFT","2018-05-11-16:48",1,1,0,"Texas charter school has reinstated teacher who caused an uproar by assigning kids homework asking them to list the positive and negative aspects of slavery https://www.mysanantonio.com/news/local/article/Great-Hearts-will-reinstate-San-Antonio-teacher-12905205.php?utm_source=fark&utm_medium=website&utm_content=link&ICID=ref_fark&utm_campaign=twitter-desktop&utm_source=CMS%20Sharing%20Button&utm_medium=social … via @ mySA # txed # txlege # txteachers","","@ mySA","# txed # txlege # txteachers","995042866064973825","","","https://twitter.com/TexasAFT/status/995042866064973825",""
