content,username,replyto,permalink,time
"'There's nothing wrong with the way I was, it's just I had an ideal image of what I wanted to look like', says Amber Luke, who has blue eyeballs and a split tongue... ,https://www.,itv.com/thismorning/ho,t-topics/i-spent-thousands-to-look-like-a-dragon, ,…",thismorning,,https://twitter.com/thismorning/status/1022441301755736064,1532603977
"It is totally unethical to tattoo someone's eyeballs and she is very much mistaken if she thinks ""willpower"" prevented her from going blind. She was lucky. Stop giving irresponsible people airtime and treating them like icons. No problem with the rest of her mods, her choice",vixiej,thismorning,https://twitter.com/vixiej/status/1022454684735496192,1532607167
She also kept banging on about couldn’t go blind as it would effect her mother!she clearly didn’t care because she went ahead.,TopcatCollins64,"vixiej,thismorning",https://twitter.com/TopcatCollins64/status/1022478613072044033,1532612872
She don’t affect my life so crack on girl ,essexami,thismorning,https://twitter.com/essexami/status/1022442134203510784,1532604175
"And what about when your child see's her and says.. ""hey that's a good idea. I think I'll get my eyeballs tattooed""",allkingdomparty,"essexami,thismorning",https://twitter.com/allkingdomparty/status/1022490880085766145,1532615797
"I can’t have children so no chance of that happening , but if I did have a child, I would be truly blessed and advise my child of the dangers and consequences of having such procedures but ultimately it’s their choice.",essexami,"allkingdomparty,thismorning",https://twitter.com/essexami/status/1022500335124918278,1532618051
"I'm sorry you can’t have children... and I apologize if my comment rubbed a nerve... As a dad of 4, I'd rather my kids don't get given these stupid ideas to begin with... You are right ultimately it’s their choice and at 18 there's nothing you can do to stop them... but its wrong",allkingdomparty,"essexami,thismorning",https://twitter.com/allkingdomparty/status/1022505335846830081,1532619243
"Didn’t rub a nerve but thank you for being sensitive. The world is full of stupid ideas and stupid people but in the same breath, Who am I to dictate how people live their lives. There is no right or wrong, it’s personal opinion and personal beliefs.",essexami,"allkingdomparty,thismorning",https://twitter.com/essexami/status/1022510383167401984,1532620447
Good reply...,allkingdomparty,"essexami,thismorning",https://twitter.com/allkingdomparty/status/1022525267242377216,1532623995
More plastic surgery promotion,MARCHANTK,thismorning,https://twitter.com/MARCHANTK/status/1022446682997514241,1532605260
She could've been a model .. now shes just a sad lonely girl with an identity crisis that looks fk all like a dragon .. such a shame,Craigla28702960,thismorning,https://twitter.com/Craigla28702960/status/1022441763829690368,1532604087
