content,username,replyto,permalink,time
"This is dark. Trump’s continuing incitement against media he dislikes is headed nowhere good. We need more political leaders to take a stand and say that it’s wrong to demonize journalists as “the enemy,” before it turns really ugly. Because inevitably it will.,https://,twitter.com/Acosta/status/,1024467940257738752, ,…",markfollman,,https://twitter.com/markfollman/status/1024500447850065921,1533094915
"This isn't funny. It's wrong and it's dangerous.,https://,twitter.com/TimRunsHisMout,h/status/1024406752060694529, ,…",markfollman,,https://twitter.com/markfollman/status/1024533567303344128,1533102812
"There is a word for this behavior by the president and his son: deplorable,pic.twitter.com/BLbOJLoAwT",markfollman,,https://twitter.com/markfollman/status/1024535881653268480,1533103363
"Don't forget that just over a month ago five American journalists serving their community were murdered in a mass shooting. Yet, once again ,@,realDonaldTrump, is whipping up angry crowds against ""enemy"" journalists. THIS BEHAVIOR IS WRONG.,https://www.,washingtonpost.com/graphics/2018/,local/lives-lost-in-the-capital-gazette-newsroom-shooting/?utm_term=.cc32cfe40391, ,…",markfollman,,https://twitter.com/markfollman/status/1024539863859658754,1533104313
"Enter the deranged fringe known as QAnon: ""Tuesday night’s Trump rally was its real coming-out party."" ,https://www.,washingtonpost.com/lifestyle/styl,e/as-the-bizarre-qanon-group-emerges-trump-rallies-go-from-nasty-to-dangerous/2018/08/01/063ed6f8-9585-11e8-a679-b09212fb69c2_story.html?utm_term=.8aa6973bcd, ,…,

Instead of furthering this madness with help from Sean Hannity, ,@,Sulliview, says, Trump needs to quash it ""before his hands are splashed with blood.""",markfollman,,https://twitter.com/markfollman/status/1024711966676275200,1533145345
pic.twitter.com/yoEefZPHuW,freethink901,"clc202000,williamlegate,markfollman",https://twitter.com/freethink901/status/1024506168335638533,1533096279
pic.twitter.com/0cNdZO5gAy,freethink901,"freethink901,clc202000",https://twitter.com/freethink901/status/1024506249830912000,1533096299
"It already has. Press members have been killed. Some receive death threats. Newsrooms now have armed guards. 

The president is inciting violence and acting against the 1st amendment.

When are *GOP* leaders going to demand the president resign?",geekgirlden,markfollman,https://twitter.com/geekgirlden/status/1024509197784735744,1533097001
What is wrong with these people! I hope they’re identified and then get fired from their jobs. Please come soon Blue Wave!,GypsyBluegrass,markfollman,https://twitter.com/GypsyBluegrass/status/1024520423449538560,1533099678
Reporters need to stop showing up. Ignore Trump.,ktmccabe2,"markfollman,williamlegate",https://twitter.com/ktmccabe2/status/1024501473818882048,1533095160
