content,username,replyto,permalink,time
"Pumpkin Spice Dog Treats. 

And now, I have to murder pretty much everybody until this shit stops.",Stonekettle,,https://twitter.com/Stonekettle/status/923354347689447426,1508979806
We white suburban women have caused Trump and pumpkin spice everything. We ruined the world.,jeditigger,Stonekettle,https://twitter.com/jeditigger/status/923355685722738689,1508980125
"Can...I chime in as a brown person and just say...that pumpkin spice everything isn't soooo bad. <.< >.>

,#,basicbeigeguy,?",rrvirdi,"jeditigger,Stonekettle",https://twitter.com/rrvirdi/status/923358207044718597,1508980726
"Nothing basic about you, love.",jeditigger,"rrvirdi,Stonekettle",https://twitter.com/jeditigger/status/923363962774794240,1508982098
pic.twitter.com/0hJof9bjgO,rrvirdi,"jeditigger,Stonekettle",https://twitter.com/rrvirdi/status/923364844899889153,1508982308
"Have you seen this ,pic.twitter.com/TmndssPlVd",DanceLight623,Stonekettle,https://twitter.com/DanceLight623/status/923356443633504256,1508980305
Game set match.,stg916,"DanceLight623,Stonekettle",https://twitter.com/stg916/status/923357397610934273,1508980533
Let the murdering begin!,DanceLight623,"stg916,Stonekettle",https://twitter.com/DanceLight623/status/923358034658766849,1508980685
Here's hoping no Holiday Peppermint Candy...ouch!,RufusMom1,"DanceLight623,stg916,Stonekettle",https://twitter.com/RufusMom1/status/923365591448158208,1508982486
"Puh-leeze. This Arab American sees your Pumpkin Spice Dog Treats outrage and raises you Pumpkin Spice Hummos. Where is the “murder” queue?,pic.twitter.com/VReSkBFCcU",Tartine,Stonekettle,https://twitter.com/Tartine/status/923367715787522049,1508982993
"Oh Jesus, the End Times have come.",cliftonius,"Tartine,Stonekettle",https://twitter.com/cliftonius/status/923504221877612544,1509015539
"Which Seal of the Apocalypse is that?

:-)",SarcasticAssass,"cliftonius,Tartine,Stonekettle",https://twitter.com/SarcasticAssass/status/923710451472482305,1509064707
"Apparently the last one. The Apostle John thought it was a lake of fire when in reality, it's near boiling lake of pumpkin spice hummus",cliftonius,"SarcasticAssass,Tartine,Stonekettle",https://twitter.com/cliftonius/status/923717542211997696,1509066398
This comment made my night.,Tartine,"cliftonius,SarcasticAssass,Stonekettle",https://twitter.com/Tartine/status/923736732561846272,1509070973
Bahahahahaha!! Agreed. Though dog treats made with pumpkin are not bad. Good for their digestion.,Makemyday59,Stonekettle,https://twitter.com/Makemyday59/status/923364874998120448,1508982316
Yup. I give mine pumpkin purée.,stellar_omega,"Makemyday59,Stonekettle",https://twitter.com/stellar_omega/status/923370010021568512,1508983540
pic.twitter.com/ie7CQMisYZ,MommaMia6512,Stonekettle,https://twitter.com/MommaMia6512/status/923355490846994439,1508980078
pic.twitter.com/MjFOj5R9Wb,MommaMia6512,"MommaMia6512,Stonekettle",https://twitter.com/MommaMia6512/status/923355550347415553,1508980092
Need an accomplice?,dragonlover1313,Stonekettle,https://twitter.com/dragonlover1313/status/923354454354747393,1508979831
Need two?,RealSandraRoss,"dragonlover1313,Stonekettle",https://twitter.com/RealSandraRoss/status/923354669849726976,1508979883
"It’ll eventually turn into pumpkin spice dog shit, which is what it should be called anyway",dem_doll,Stonekettle,https://twitter.com/dem_doll/status/923362472345636864,1508981743
pic.twitter.com/xq1g6mh5GI,michmom3k,Stonekettle,https://twitter.com/michmom3k/status/923366256350294016,1508982645
pic.twitter.com/feZ23OlTrt,sfhock,"michmom3k,Stonekettle",https://twitter.com/sfhock/status/923606309915824128,1509039878
"Stop it white people,pic.twitter.com/mCfav61db9",Ms_MMMJ,Stonekettle,https://twitter.com/Ms_MMMJ/status/923378353108865024,1508985529
We need Pumpkin spice air freshener so even your bathroom can smell like someone shit a pumpkin pie.,klschmidt1309,"Ms_MMMJ,Stonekettle",https://twitter.com/klschmidt1309/status/923422476914380800,1508996049
pic.twitter.com/9NWVTxHntL,JimPrice47,Stonekettle,https://twitter.com/JimPrice47/status/923363902464954370,1508982084
"Perfect (as is anything with the dearly departed Alan Rickman *sniff* ,)",klschmidt1309,"JimPrice47,Stonekettle",https://twitter.com/klschmidt1309/status/923421462639333377,1508995807
Found some Pumpkin Spice -flavored Beef Liver treats - my dog took one sniff and walked away,Greytdog,Stonekettle,https://twitter.com/Greytdog/status/923355001807867904,1508979962
Your dog is smarter than a lot of people. ,kenwarren,"Greytdog,Stonekettle",https://twitter.com/kenwarren/status/923359293998555136,1508980985
Yeah that's what he (the dog) tells me all the time...I should listen to him,Greytdog,"kenwarren,Stonekettle",https://twitter.com/Greytdog/status/923504684043767808,1509015649
"Damn I'm a nerd...,pic.twitter.com/eBbW5OOgIC",Unknwnstuntman,Stonekettle,https://twitter.com/Unknwnstuntman/status/923357463293906945,1508980549
I'm a nerdette.  I love pumpkin spice anything.,ScentsyJules,"Unknwnstuntman,Stonekettle",https://twitter.com/ScentsyJules/status/923361717299679233,1508981563
I'm following you based on that avi pic alone!,Unknwnstuntman,"ScentsyJules,Stonekettle",https://twitter.com/Unknwnstuntman/status/923362061257756673,1508981645
Isn't is awesome?!,ScentsyJules,"Unknwnstuntman,Stonekettle",https://twitter.com/ScentsyJules/status/923363354302873606,1508981953
"Dammit, why can't Twitter give us an EDIT option?  I really CAN spell.  Most of the time.",ScentsyJules,"ScentsyJules,Unknwnstuntman,Stonekettle",https://twitter.com/ScentsyJules/status/923364519816105985,1508982231
Pumpkin (not pumpkin spice) is really good for dogs. I’ve seen those treats but this is too much...and I say this as a devout PSL lover,cocokitty14,Stonekettle,https://twitter.com/cocokitty14/status/923369425834795009,1508983401
Very good for dogs!,stellar_omega,"cocokitty14,Stonekettle",https://twitter.com/stellar_omega/status/923370387257171968,1508983630
pic.twitter.com/LXc8skhd5y,pauljr_clyde,Stonekettle,https://twitter.com/pauljr_clyde/status/923355835304169473,1508980160
im throwing up now.,ajwhitehead325,"pauljr_clyde,Stonekettle",https://twitter.com/ajwhitehead325/status/923366318484619264,1508982660
Pumpkin pie is the only reasonable vessel of pumpkin flavor.,VerguraKarl,Stonekettle,https://twitter.com/VerguraKarl/status/923355585361338368,1508980101
"Oh, honey. Pumpkin Spice Kitty Litter.",abqcruzn,Stonekettle,https://twitter.com/abqcruzn/status/923373024765550592,1508984259
"If it helps, I hate all the pumpkin spice stuff as well.",MadBastard_v2,Stonekettle,https://twitter.com/MadBastard_v2/status/923359387309223936,1508981007
"Mind you, I have joked about making ""New Pumpkin Spice flavor"" stickers and putting them on boxes of Preparation H.",MadBastard_v2,"MadBastard_v2,Stonekettle",https://twitter.com/MadBastard_v2/status/923359658395537408,1508981072
"this is called poking the bear...      ;),pic.twitter.com/l4pUP3vkC9",r2no2,Stonekettle,https://twitter.com/r2no2/status/923523104487366659,1509020040
Michelob... figures. I didn’t know AB even brewed Michelob anymore.,ChrisForshee,"r2no2,Stonekettle",https://twitter.com/ChrisForshee/status/927745985614352384,1510026854
pic.twitter.com/8nKOMJOcPO,BariKris,Stonekettle,https://twitter.com/BariKris/status/923416353935151105,1508994589
"I made pumpkin pie from scratch this afternoon. This is the one, true, legitimate use of pumpkin spices. (And the pie is delish. ,)",kenwarren,Stonekettle,https://twitter.com/kenwarren/status/923359003845058560,1508980916
Just wait 'till Charmin gets on the Pumpkin Spice band wagon.,Landofreedumb,Stonekettle,https://twitter.com/Landofreedumb/status/923355695352647680,1508980127
"https://,twitter.com/ConanOBrien/st,atus/923245322050134017, ,…",smofbabe,Stonekettle,https://twitter.com/smofbabe/status/923384698709057537,1508987042
"I hate anything Pumpkin Spice, ugh",cottage_orchard,Stonekettle,https://twitter.com/cottage_orchard/status/923377093089681409,1508985229
"Well this is disgusting... clear case of justifiable homicide.,pic.twitter.com/ZKgw1ScOqm",InglisDeb,Stonekettle,https://twitter.com/InglisDeb/status/923362906703646722,1508981846
pic.twitter.com/HxT9L9iLKv,IdahoLark,Stonekettle,https://twitter.com/IdahoLark/status/923358888484679680,1508980888
pic.twitter.com/sfjnqVVC06,Unknwnstuntman,Stonekettle,https://twitter.com/Unknwnstuntman/status/923357764717568000,1508980620
"I'll spring for the tarps and the duct tape, and I'll also help with hiding the bodies...",bluesbasscat,Stonekettle,https://twitter.com/bluesbasscat/status/923361942269579267,1508981616
