content,username,replyto,permalink,time
"After protesting evil corporate greed everyone from ,#,ClimateMarch, is now at Starbucks, CVS, and McDonalds staring at their iPhones,pic.twitter.com/GvvyMYrYpM",JackPosobiec,,https://twitter.com/JackPosobiec/status/858396063966912512,1493492544
"HAHAHA... HAHA!!! How ironic? These are the people the dems control. These are the ,#,Millennials, This is the participation trophy gen  ,#,maga",AlexanderKUSA,JackPosobiec,https://twitter.com/AlexanderKUSA/status/858397210123173888,1493492817
And what did YOU do today?,glhavlin,"AlexanderKUSA,JackPosobiec",https://twitter.com/glhavlin/status/858399342578761737,1493493326
Drilled an oil well and fracked it,Tiegen16,"glhavlin,JackPosobiec",https://twitter.com/Tiegen16/status/858411596892315648,1493496247
Me too. So tomorrow you can buy gasoline. You do have a car?,molosser415,"Tiegen16,glhavlin,JackPosobiec",https://twitter.com/molosser415/status/858442667952189440,1493503655
Jimmy don't confuse her. She has had a long unproductive day. Her SUV is waiting to carry her back to her safe place.,joanalex28,"molosser415,Tiegen16",https://twitter.com/joanalex28/status/858483401661304832,1493513367
I worked in ICU today. I don't own an SUV. So many assumptions.,glhavlin,"joanalex28,molosser415",https://twitter.com/glhavlin/status/858483915580899330,1493513489
So your hospital runs off of rainbows and unicorn farts?,Tiegen16,"glhavlin,joanalex28",https://twitter.com/Tiegen16/status/858484732425904128,1493513684
You know what? I don't make fun of people so sick that they can't care for themselves,glhavlin,"Tiegen16,joanalex28",https://twitter.com/glhavlin/status/858497667969765377,1493516768
"@,Cernovich, I'm imagining none of these people have ever driven an tractor or chopped wood. ,#,hardworkishard",Sinatragal1,JackPosobiec,https://twitter.com/Sinatragal1/status/858425429304242177,1493499545
"Pop the titties out their mouths, put them in the real world. Wouldn't last 4 hrs",ninasuth1471,"Sinatragal1,JackPosobiec,Cernovich",https://twitter.com/ninasuth1471/status/858431817585524736,1493501068
What's the real world? Your like 50 on twitter complaining about something you saw in your trending topics. ,NiggaSamiSenpai,"ninasuth1471,Sinatragal1",https://twitter.com/NiggaSamiSenpai/status/858583781296427008,1493537299
"Having a job, wk overtime, not having my hand out for free shit I didn't work for. Show others respect, which this generation is lacking.",ninasuth1471,"NiggaSamiSenpai,Sinatragal1",https://twitter.com/ninasuth1471/status/858683015500709888,1493560959
Amen to that Nina!,corder_sherrie,"ninasuth1471,NiggaSamiSenpai",https://twitter.com/corder_sherrie/status/858854257298223104,1493601786
Don't these people have jobs? All of these marches. I'm on the hospital med-surg floor working now...,Kathryn9000,JackPosobiec,https://twitter.com/Kathryn9000/status/858405184770371585,1493494719
We multitask. Something i guess you are incapable of. And we have very good jobs.,JCoker13,"Kathryn9000,JackPosobiec",https://twitter.com/JCoker13/status/858412345248407552,1493496426
Multitasking?  How can you be two places at the same time?  Better argument would be your job has weekends off maybe?,jeffgunz85,"JCoker13,Kathryn9000,JackPosobiec",https://twitter.com/jeffgunz85/status/858427978497261570,1493500153
Can I get a café ole mocha chino drip dried with some whip and chocolate swirl....it was hard protesting today..Whew...,enemy_atdgates,JackPosobiec,https://twitter.com/enemy_atdgates/status/858416523316084736,1493497422
"Adding to that ""perfect 1st comment,""
Barista: That'll be $19.67
Protestor: Here's $20. Keep the change! Where can I plug in my IPhone 7.5?",EmpiricalGuru,"PotatoLaydee,enemy_atdgates,JackPosobiec",https://twitter.com/EmpiricalGuru/status/858682010151374848,1493560719
"Protestor: ""And what's the wifi password? I need to upload my 10gb video file while I FaceTime my mother to brag about my sign I made.""",hohhle,"EmpiricalGuru,PotatoLaydee",https://twitter.com/hohhle/status/858827984983269377,1493595522
I dont drink coffee. What else you got?,JCoker13,"DBE1292,JackPosobiec,StefanMolyneux",https://twitter.com/JCoker13/status/858411025032523776,1493496111
Roasted. Well done jjj99,jeffgunz85,"DBE1292,JCoker13",https://twitter.com/jeffgunz85/status/858425973242515456,1493499675
"Just wondering do they all live in mud huts and eat wild corn ,?",KnucklDraginSam,JackPosobiec,https://twitter.com/KnucklDraginSam/status/858396480696090625,1493492643
that has nothing to do with anything,cocosandchamps,"KnucklDraginSam,JackPosobiec",https://twitter.com/cocosandchamps/status/858398564296392705,1493493140
"Sure it does...

What do you think they use to mass produce all those products?

What's the longest you went with out electricity?",KnucklDraginSam,"cocosandchamps,JackPosobiec",https://twitter.com/KnucklDraginSam/status/858401885878980608,1493493932
"Welcome to their funding.,pic.twitter.com/OSw54mwhJ6",ProudBoysOhio,"JackPosobiec,StoneColdTruth",https://twitter.com/ProudBoysOhio/status/858460164810297344,1493507827
"Better?,pic.twitter.com/s7I3thBd8u",ProudBoysOhio,"StoneColdTruth,JackPosobiec",https://twitter.com/ProudBoysOhio/status/858460520248201221,1493507912
how can you tell those refrigerated beverages and air conditioning don't use renewable energy? ;-),fit_rooster,"Bucky_Breeder,JackPosobiec",https://twitter.com/fit_rooster/status/858447048231845888,1493504700
.Because it is on the city grid.,cturtle31,"fit_rooster,Bucky_Breeder,JackPosobiec",https://twitter.com/cturtle31/status/858467900616822785,1493509671
"As Obama converts a $400,000 check into ,#,BITCOIN,. ,#,Sheeple,.",LeoDube,JackPosobiec,https://twitter.com/LeoDube/status/858433181116112896,1493501393
"Actually ,@,BarackObama, got 800k for two speeches. Just can't understand why his speeches are worth that kind of money",ANEs_Mom,"LeoDube,JackPosobiec",https://twitter.com/ANEs_Mom/status/858448935857401856,1493505150
Pay to play,LeoDube,"ANEs_Mom,JackPosobiec,BarackObama",https://twitter.com/LeoDube/status/858477207009742848,1493511890
You havent got a clue what the march was about have you? Dope.,ElHenderz,JackPosobiec,https://twitter.com/ElHenderz/status/858402634885148672,1493494111
Oh and it was also about trashing up the streets of DC cause THEIR carbon footprint does not count. CLEAN UP THE MESS! Mommy is not here.,PatriotKen,"ElHenderz,JackPosobiec",https://twitter.com/PatriotKen/status/858478485110743042,1493512195
"i really don't get why you conservatives are against clean air and clean water. ,#,sofuckingstupid",cocosandchamps,JackPosobiec,https://twitter.com/cocosandchamps/status/858398884531273728,1493493217
"This Twit sure ruffled your cool, you just realised how so foolish you are!",DEDEAN,"cocosandchamps,JackPosobiec",https://twitter.com/DEDEAN/status/858590609514299393,1493538927
 what do you mean ?,cocosandchamps,"DEDEAN,JackPosobiec",https://twitter.com/cocosandchamps/status/858705402489315328,1493566296
They equate protecting the environment to anticapitalism & call people hypocrites for existing in a capitalist world while being responsible,siddyrocks,"cocosandchamps,DEDEAN,JackPosobiec",https://twitter.com/siddyrocks/status/858715189675524097,1493568630
"They further assume people who protest irresponsibility can't understand hard work, because surely we don't pollute for no reason… right? ",siddyrocks,"siddyrocks,cocosandchamps",https://twitter.com/siddyrocks/status/858715651195777024,1493568740
"They also dislike science. Science has a habit of making itself sound above people. Naturally, those who dont understand hate the sanctimony",siddyrocks,"siddyrocks,cocosandchamps",https://twitter.com/siddyrocks/status/858716956114997248,1493569051
"Science questions everything. Real science that is,  not the indoctrinated belief system like our current science that gets paid to go along",TheeLynnChase,"siddyrocks,cocosandchamps",https://twitter.com/TheeLynnChase/status/858749878243020800,1493576900
"The vast majority of scientists in research don't have monetary incentive to sway results, and there are systems to catch those that do.",siddyrocks,"TheeLynnChase,cocosandchamps",https://twitter.com/siddyrocks/status/858804250377375744,1493589863
I see a lot of petroleum based products in those pics. Do they know oil is organic?,Tiegen16,JackPosobiec,https://twitter.com/Tiegen16/status/858409384489234432,1493495720
Damn sure is.,molosser415,"Tiegen16,JackPosobiec",https://twitter.com/molosser415/status/858443415372967936,1493503833
The truly sad thing is that they will never even understand the irony,jonmichaelolse1,"JackPosobiec,AngeloJohnGage",https://twitter.com/jonmichaelolse1/status/858413221769818112,1493496635
"climate change, pollution, clean air, clean water. or do you not want to breath clean air ?",cocosandchamps,,https://twitter.com/cocosandchamps/status/858398744227786752,1493493183
Please share!,glhavlin,,https://twitter.com/glhavlin/status/858399642672926720,1493493397
"but you still haven't told us the ""real knowledge of what it takes to reduce emissions and improve the environment""",cocosandchamps,,https://twitter.com/cocosandchamps/status/858401029146251264,1493493728
agreeee 100000% with this ken. 10000%,cocosandchamps,,https://twitter.com/cocosandchamps/status/858402333922930690,1493494039
The Left is loaded with stupid uninformed puppets that have no idea they are Hypocrites.,usplaymoney,JackPosobiec,https://twitter.com/usplaymoney/status/858422503840120832,1493498848
Referencing partisan politics and stating others are uniformed puppets in the same statement. Now this is true irony.,DrBobber24,"usplaymoney,JackPosobiec",https://twitter.com/DrBobber24/status/858733051932811266,1493572888
Those people on the streets have no idea what they are backing. LaRaza and Muslim Brotherhood for starters. Perez and Ellison. No Thanks!,usplaymoney,"DrBobber24,JackPosobiec",https://twitter.com/usplaymoney/status/858741358579810304,1493574869
"These idiots should go to China if they want to stop the pollution.. Oh wait"" I forgot they can't find it on a mapa",Drudge39,JackPosobiec,https://twitter.com/Drudge39/status/858397037410308097,1493492776
do you lnow how sick people are in china because of pollution ?,cocosandchamps,"Drudge39,JackPosobiec",https://twitter.com/cocosandchamps/status/858398294770364416,1493493076
"well not only do i live in a green building, recycle & used to have a hybrid (i don't own a car now) but i try to consume local etc.",cocosandchamps,"KenGrenier,Drudge39,JackPosobiec",https://twitter.com/cocosandchamps/status/858452240046182404,1493505937
"Too funny. Hey, ,#,ClimateMarch, what built those devices, powers them, the WiFi used, the restaraunts' AC",mddebm,"JackPosobiec,atradpol",https://twitter.com/mddebm/status/858502541629325312,1493517930
"It is funny.  They also traveled,  by car,  bus,  airplane miles and miles to get there and littered everywhere.  Protest doesn't make sense",atradpol,"mddebm,JackPosobiec",https://twitter.com/atradpol/status/858504765382197249,1493518460
"Not about making sense or even so-called ""science"". It's about feelings. Cue songs of same name.",mddebm,"atradpol,JackPosobiec",https://twitter.com/mddebm/status/858511907053064193,1493520163
how do you not realize that the link you shared is complete bullshit,cocosandchamps,"GuyMonzeglio,JackPosobiec",https://twitter.com/cocosandchamps/status/858397431846842368,1493492870
pic.twitter.com/xVQ4NlkIUP,Proud__Infidel,JackPosobiec,https://twitter.com/Proud__Infidel/status/858434762167287808,1493501770
"Because they don't march for actual principles, they march to see how many retweets and likes they can get. It's all about the virtue signal",LiberalVaccine,"JackPosobiec,Forever_Lucid",https://twitter.com/LiberalVaccine/status/858408972512047104,1493495622
lmao!!! saving the planet one retweet at a time,LeeF15,"LiberalVaccine,JackPosobiec,Forever_Lucid",https://twitter.com/LeeF15/status/858413146985422855,1493496617
"HAHAHA so greed is okay as long as it doesn't hurt the ,#,environment,? HAHAHA",PimpingPolitics,"Andrewcool9,JackPosobiec",https://twitter.com/PimpingPolitics/status/858461482505338880,1493508141
Waiting to be told what to do next.,Miketheoldgit,"JackPosobiec,DanSpomer",https://twitter.com/Miketheoldgit/status/858426709917523972,1493499851
.Brilliant!! Cheers to you!!,cturtle31,"Miketheoldgit,JackPosobiec,DanSpomer",https://twitter.com/cturtle31/status/858468420609867778,1493509795
Such imbeciles,LarrySchweikart,"JackPosobiec,tashavanderbilt",https://twitter.com/LarrySchweikart/status/858422601273589760,1493498871
"My God they're a mixed up bunch  ,  ,  ",oceansskies,"JackPosobiec,Libertyworld",https://twitter.com/oceansskies/status/858439545859317762,1493502911
"The self-unawareness of these ,#,ClimateMarch, Kids is about the most impressive thing about 'em.
",Libertyworld,"oceansskies,JackPosobiec",https://twitter.com/Libertyworld/status/858448168425472000,1493504967
You got that right! ,oceansskies,"Libertyworld,JackPosobiec",https://twitter.com/oceansskies/status/858448580025212928,1493505065
pic.twitter.com/GuSUNRPgaI,StromvotedProud,JackPosobiec,https://twitter.com/StromvotedProud/status/858407084588531715,1493495172
So it's ok that he's a hypocrite because he's got money?,Almostfm,"dstone807,StromTonya,JackPosobiec",https://twitter.com/Almostfm/status/858415457174343680,1493497168
while collecting a welfare check.,BossMan49601013,"JackPosobiec,sactosue",https://twitter.com/BossMan49601013/status/858418104048771072,1493497799
"you mean like the president and senators that has everything paid for it with taxpayer money, including healthcare?",Raptornx01,"BossMan49601013,JackPosobiec,sactosue",https://twitter.com/Raptornx01/status/858552629953257472,1493529872
"Pres & Sen have jobs but I'll give you the Healthcare debate. Dems voted in ,#,Obamacare, but they all voted themselves own plan ,#,Disgusting",sactosue,"Raptornx01,BossMan49601013,JackPosobiec",https://twitter.com/sactosue/status/858673000576458752,1493558571
"Well at least we know these fools will do great at a job where they have to march & throw fits about nothing. ,#,climatemarch",BossyCowgurl84,JackPosobiec,https://twitter.com/BossyCowgurl84/status/858396894975938560,1493492742
it's not about nothing. don't you see the threat that air and water pollution is ? how ignorant can you be ?,cocosandchamps,"BossyCowgurl84,JackPosobiec",https://twitter.com/cocosandchamps/status/858398499603402752,1493493125
"thanks, Obama.",YuenSiuTieny,"cocosandchamps,BossyCowgurl84,JackPosobiec",https://twitter.com/YuenSiuTieny/status/858400963207581697,1493493712
"sorry... thanks, capitalism.... sieg antifa.",YuenSiuTieny,"cocosandchamps,BossyCowgurl84,JackPosobiec",https://twitter.com/YuenSiuTieny/status/858402175055220737,1493494001
"oh, and 8 years of ineffectual leadership, on pollution vs. CO2 emissions(lets make it a commodity to trade on the stock exchange).",YuenSiuTieny,"YuenSiuTieny,cocosandchamps",https://twitter.com/YuenSiuTieny/status/858403268246065152,1493494262
pic.twitter.com/RV1fxaRjFT,JCoker13,"YuenSiuTieny,cocosandchamps",https://twitter.com/JCoker13/status/858411792296529926,1493496294
just b/c you support climate change facts & clean air/water does not mean your not allowed to eat or drink at at places w/o it,BLSomera,JackPosobiec,https://twitter.com/BLSomera/status/858399566336585729,1493493379
but you can certainly advocate for these large corporations to support your views & as a customer you certainly have leverage,BLSomera,"BLSomera,JackPosobiec",https://twitter.com/BLSomera/status/858399791138705408,1493493433
Lol! What other leverage than not going there would there be?,XiomaraCantini,"BLSomera,JackPosobiec",https://twitter.com/XiomaraCantini/status/858403923115233280,1493494418
you think if you randomly decided not to go out of know where with no base movement it would change things?,BLSomera,"XiomaraCantini,JackPosobiec",https://twitter.com/BLSomera/status/858404573811281920,1493494573
