username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"Bethnonobadkitt","2018-08-02-00:03",0,1,"Bullshit. Five journalists are dead, white people are calling the police for people for being black, Trump has incited violence against the opposition, he called the white supremacists in Charlottesville good people,and he's kidnapping children.","","","","1024868249807319045","1024655841272557569","benshapiro","https://twitter.com/Bethnonobadkitt/status/1024868249807319045",""
"ivywriter","2018-08-01-23:41",0,1,"Is Pastor Darrell Scott opening his mouth again? And did he just say that #45 is the most pro-black president ever? Is he joking? You a comedian now? Umm let's see, calls black athletes names, won't speak out on black men being shot by police, and Charlottesville. Pro-Black? Nah","","","","1024862774944563200","","","https://twitter.com/ivywriter/status/1024862774944563200",""
"royalviking04","2018-08-01-18:55",0,0,"U mean unlike the good ppl of the KKK’s Charlottesville chapter, cops who execute unarmed black Americans, the racists, probably not unlike yourself, who call the police on black kids selling lemonade, & the dotard in whose name this is all permitted. That what you mean, friendo?","","","","1024790635579105280","1024759050913767424","Desc440 jordanbpeterson","https://twitter.com/royalviking04/status/1024790635579105280",""
"crandallgold","2018-08-01-11:42",11,132,"Looking back on history, who did you treat worse, NFL players protesting the killing of unarmed black people by police, or white-nationalist and neo-Nazis in Charlottesville?","","","","1024681872822026241","1024680095343108097","realDonaldTrump","https://twitter.com/crandallgold/status/1024681872822026241",""
"MountainMole","2018-07-31-20:37",0,0,"As proven by no outrage against @ realDonaldTrump’s attacks on NFL players’ protesting police killings of unarmed black ppl! @ POTUS IS A BIGOT!! He’s OK w/Nazis demonstrating under Swastika & Confed flags in Charlottesville, but NOT BLACK PLAYERS TAKING KNEE! # RememberInNovember","","@ realDonaldTrump @ POTUS","# RememberInNovember","1024454134089506816","1024449374737260544","BLKROCKET","https://twitter.com/MountainMole/status/1024454134089506816",""
"LWandLiz","2018-07-31-13:12",0,2,"Thanx to @ BigTexasSkyBlue, I watched the cell video. This woman called the police on a black woman who got the parking spot before she did. Be proud, Donald Trump. You've called out your base from under slimy rocks. Remember # Charlottesville? My, but you're an @$$! # DumpTrumppic.twitter.com/WucUgA48WW","","@ BigTexasSkyBlue","# Charlottesville # DumpTrumppic","1024342170961104899","","","https://twitter.com/LWandLiz/status/1024342170961104899","https://pbs.twimg.com/media/Djcxv56UUAAYYwr.jpg"
"musicandscifi","2018-07-31-10:27",0,2,"Jobs under Obama https://twitter.com/SteveRattner/status/1023880169147297792 … Healthcare comparison https://trumpcare.com/trumpcare-vs-obamacare … You missed the literal Nazi riot in Charlottesville? Where a woman was killed? The innocent black civilians getting shot by police (kids, mentally ill, fully compliant with instructions ...)?","","","","1024300536458293250","1024045536981250048","ab43 macegr","https://twitter.com/musicandscifi/status/1024300536458293250","https://pbs.twimg.com/media/DjWNPBsXgAAWbsN.jpg"
"DrParscale","2018-07-30-16:23",0,0,"Calling the police for little kids of color selling cookies or lemonade without a permit. You have a contractor following a black man to his house in his company van just to call him a n*%. And I won't even get into Charlottesville. So go ahead, tell yourself that.","","","","1024027607313014786","1024027606025363456","","https://twitter.com/DrParscale/status/1024027607313014786","https://pbs.twimg.com/profile_images/1024784702417195008/ErAvMbWN_normal.jpg"
"IkeshiaCapre","2018-07-28-23:39",0,3,"If you are white and have to ask about how black people in 2018 are affected by slavery, I'm going to ask where would you like for me to begin. Employment, education, economics, Jim Crow laws, 2016 presidential race, police killings, Charlottesville, etc...","","","","1023412604201521158","","","https://twitter.com/IkeshiaCapre/status/1023412604201521158",""
"ezekiel11","2018-07-28-20:33",1,1,"So how do you explain the Alt-right, Charlottesville, the rise in Neo-Nazi movements, police brutality against black citizens, incidents where citizens call the police on black people for routine activities. It looks like there is plenty of white racism to go around.","","","","1023365943106387968","1023211117097705472","RealCandaceO","https://twitter.com/ezekiel11/status/1023365943106387968",""
