username,date,retweets,favorites,text,geo,mentions,hashtags,tweetid,conversationid,replyto,permalink,imagelink
"MarianneSansum","2018-07-31-03:19",10,11,"Refugees welcome..to come and kill British citizens... Manchester bomber was rescued by the Royal Navy from Libyan warzone https://dailym.ai/2M2QOHW via http://dailym.ai/android","","","","1024192913411059712","","","https://twitter.com/MarianneSansum/status/1024192913411059712","https://pbs.twimg.com/profile_images/691920000853106688/m9GlhrzP_normal.jpg"
"GiovanniTorre","2018-07-30-02:59",5,4,"Lauren Southern: Tries to kill refugees in the Mediterranean. Conservative British Government: Oh, fuck off. You're not welcome in the UK. Chris Kenny: Ooh Lauren Southern, I can't believe she wasn't allowed into the Lakemba Mosque! What about freedom!","","","","1023825498990727168","","","https://twitter.com/GiovanniTorre/status/1023825498990727168",""
"Loftwork1","2018-07-22-12:58",0,0,"What did they do, exactly, Jeremy? It must have been pretty good to get higher priority than our Iraqi translators and every other Syrian refugee. Aren't they jihadists? Does that mean British jihadis are now welcome back here?","","","","1021077027141685250","1020945811516067840","Jeremy_Hunt","https://twitter.com/Loftwork1/status/1021077027141685250",""
"TinnerSmith","2018-07-19-11:36",0,0,"Sorry and there was me thinking you support the anti British, anti Jewish, all refugees welcome, pro medieval ideology, Marxist labour brigade.....","","","","1019969140570828807","1019906194880782336","yattongas","https://twitter.com/TinnerSmith/status/1019969140570828807",""
"DesiDocMI","2018-07-13-10:26",1,3,"Proud to be British today # NoToTrump # TrumpVisit # TrumpProtest Refugees, migrants, Muslims, all welcome except for Trump pic.twitter.com/FhJ6MtuTs8","","","# NoToTrump # TrumpVisit # TrumpProtest","1017777182771482625","","","https://twitter.com/DesiDocMI/status/1017777182771482625","https://pbs.twimg.com/media/Dh_e8NEX4AATiXm.jpg"
"Care15156","2018-07-13-08:31",7,99,"The British Elite, Refugees welcome sort, but not in my Village, unless of coarse they are cleaning my house or mowing my lawn on the cheap & as long as they piss off back to they’re multi occupancy’s shithole houses in run down towns after we’ve worked them to the bare knuckles.","","","","1017748419828428801","1017744101586989057","Liquiidghost PrisonPlanet","https://twitter.com/Care15156/status/1017748419828428801",""
"AmlaniKaushik","2018-07-11-06:54",0,0,"@ cherylchapman_ Dr: Thanks my tweets might sound Anti but I am one of Refugees out of Uganda in 1972 British gave us warm welcome I find changed Governance SHIT STUPID & nobody spots Germanium influences to Screw Europe Nazi has stuck boot up butts May Enjoying","","@ cherylchapman_","","1016999047964577792","","","https://twitter.com/AmlaniKaushik/status/1016999047964577792","https://abs.twimg.com/emoji/v2/72x72/1f1ec-1f1e7.png"
"th9239","2018-07-10-08:56",0,0,"The man responsible of the brexit is Cameron ! A shame. This country (U.K.) worth much more than his politicians. We will welcome and accommodate British refugees in France ! Be sure !","","","","1016667584782061568","1016642326293286912","AlexTaylorNews BorisJohnson","https://twitter.com/th9239/status/1016667584782061568",""
"bilbalbag","2018-07-06-16:40",3,42,"Piers, however you try to dress it up, *your* pal, the worlds biggest arsehole, ( and you know what it's like being an arsehole ) has bottled it. Brave when it comes to denigrating women, refugees, the poor, the British public, Muslims and children. Your welcome to him.","","","","1015334595695439877","1015310971311620096","piersmorgan","https://twitter.com/bilbalbag/status/1015334595695439877",""
"fogey","2018-07-03-08:58",0,9,"At a time when so many xenophobic isolationists think their views are in the ascendancy, this is absolutely welcome. Compassion to refugees, and efforts to help them rebuild their lives, are virtues. Congratulations to @ UniofReading for its commitment to true British values.","","@ UniofReading","","1014131252683735040","1014128919258247174","BBCNews","https://twitter.com/fogey/status/1014131252683735040",""
"Edourdoo","2018-07-03-01:23",2,2,"The British commanders had orders to welcome these refugee slaves, but also to take care not to encourage an outright rebellion against their white masters. The British did not want insurrection among blacks to spread to their own slave-holding territories in the West Indies.","","","","1014016730786598912","1014015741035720706","","https://twitter.com/Edourdoo/status/1014016730786598912","https://pbs.twimg.com/profile_images/378800000669568751/56adc18070e25792ea98d90fad615383_normal.jpeg"
"arloreturn","2018-06-30-17:22",1,1,"This is what uncontrolled immigration does to your country. Still think refugees are welcome? I can bet you these guys aren't British. Britain doesn't have ICE. https://www.thesun.co.uk/news/6660765/sick-sex-attackers-grin-cctv-gang-rape-teenage-girl-canterbury/?utm_source=FBPAGE&utm_medium=social&utm_campaign=SprnklrSUNOrganic&UTMX=Editorial%3ATheSun%3AFBLink%3AStatement%3ANews …","","","","1013170813430915077","","","https://twitter.com/arloreturn/status/1013170813430915077",""
"Anim18UK","2018-06-29-10:25",1,5,"Last week was # RefugeeWeek2018 and Welcome Cinema Kids in Cardiff kindly blogged about their community cinema for refugees and how British animation plays a role. Read more here: http://bit.ly/2lGpB24 # Anim18pic.twitter.com/uAw9WrEBG4","","","# RefugeeWeek2018 # Anim18pic","1012703528479907844","","","https://twitter.com/Anim18UK/status/1012703528479907844","https://pbs.twimg.com/media/Dg3YfeBVQAEMB4y.jpg"
"DebsWald","2018-06-27-11:39",0,0,"How come refugees in any other country (eg Jordan which was part of British mandate Palestine) have been absorbed? How come Arab countries have never bothered to welcome and integrate these refugees and their subsequent generations. They have much to answer for.","","","","1011997551128694784","1011617580937859072","jalsayyed Yair_Rosenberg","https://twitter.com/DebsWald/status/1011997551128694784",""
"MaraBuieR","2018-06-26-16:36",0,0,"Happy together, under British Mandate, holy-home land for all: Jews, Christians and Palestinians-Muslims people, before the European-Jews refugees were welcome. Prince William staying in same Jerusalem ,hotel room as Trump http://a.msn.com/01/en-us/AAzbgnp?ocid=st …","","","","1011709700306501635","","","https://twitter.com/MaraBuieR/status/1011709700306501635",""
"kali187","2018-06-25-20:28",0,0,"Guess the only way to make it work for people after any form of brexit is if EU agrees to welcome British refugees","","","","1011405770225745922","1011287121485758465","Mikieyboy58 itvnews Peston","https://twitter.com/kali187/status/1011405770225745922",""
"stinker_talks","2018-06-23-07:11",0,0,"I'm in the U.S. and I want open borders and a nonstop flow of refugees into my country without vetting. ll thewhite.Europeans, British , Australians , New Zealanders, South Africans , Russians, Irish , Scots etc , if you're a white westerner , I welcome u.","","","","1010480566129610752","1010475851782213633","QsentMe2018","https://twitter.com/stinker_talks/status/1010480566129610752",""
"justice4luis","2018-06-21-02:33",0,0,"British & American foreign policy is creating most of the refugees that are fleeing war torn middle east. Iraq, Syria, Libya, Afghanistan ect Also are Palestinian's welcome from Apartheid Israel?.","","","","1009685772981751809","1009463702133846016","PrueLeith Kmw2191 FreefromTorture","https://twitter.com/justice4luis/status/1009685772981751809",""
"IBTTFKDmuhammad","2018-06-20-14:16",0,1,"# Welcome # muslimrefugees & # African # refugees. # UK # GB # Welsh # Irish # Scottish # English # British # Britain # Brexit # Swedish # German # Merkel # French # France # Austrian # Belgian # Asian # Asians # American # MAGA # Scandinavian # Scandinavians # Scandinavia # Europeans # European # Europe # EU","","","# Welcome # muslimrefugees # African # refugees # UK # GB # Welsh # Irish # Scottish # English # British # Britain # Brexit # Swedish # German # Merkel # French # France # Austrian # Belgian # Asian # Asians # American # MAGA # Scandinavian # Scandinavians # Scandinavia # Europeans # European # Europe # EU","1009500297205411845","1009497736717225984","OnlineMagazin","https://twitter.com/IBTTFKDmuhammad/status/1009500297205411845",""
"Richard__Lloyd","2018-06-20-12:24",0,2,"I think that's only automatic if you're half British and half Columbian... :( Sorry, eh? ...jk, you're welcome to come and live here. We know immigrants/refugees/asylum seekers Make Canada Great Already!","","","","1009472122329055232","1009227308216045568","EzardGames ChristaStarr JustinTrudeau","https://twitter.com/Richard__Lloyd/status/1009472122329055232",""
"UKinBangladesh","2018-06-20-05:57",7,12,"Acting HC @ kanbarHB: “On the occasion of # WorldRefugeeDay, I would like to share my personal story from a refugee to a British diplomat and the warm welcome I received in the UK.” https://bit.ly/2I8ApyS # WithRefugees @ foreignofficepic.twitter.com/Rd4itPSAMT","","@ kanbarHB @ foreignofficepic","# WorldRefugeeDay # WithRefugees","1009374676043198464","","","https://twitter.com/UKinBangladesh/status/1009374676043198464","https://pbs.twimg.com/media/DgIE0D6U0AAXZmn.jpg"
"longsteve1","2018-06-20-05:53",0,0,"If I recall, 'Refugees not welcome' was the BNP/EDL reaction to the grooming scandals. Conflating crimes by British Muslim men with global refugee issue is unnecessary when there are so many good debates to be had. And racist, probably.","","","","1009373585260113920","1009351840343969792","CyclesFan JamesMelville","https://twitter.com/longsteve1/status/1009373585260113920",""
"lmdasneves","2018-06-19-13:30",0,1,"Great British Welcome @ 1854 exhibition highlighted refugees & their hosts across Britain. Interesting. # RefugeeWeek2018 http://www.bjp-online.com/2018/01/great-british-welcome/ … via @ 1854","","@ 1854 @ 1854","# RefugeeWeek2018","1009126376362962944","","","https://twitter.com/lmdasneves/status/1009126376362962944",""
"PhotoEastUK","2018-06-19-11:41",2,4,"And Aubrey Wade's 'Great British Welcome' for @ UNHCRUK , the UN Refugee Agency, will be outside Cult Cafe Bar until 27th May showing how refugees and the people who have welcomed them into their homes are living together in five different European countries including UK 2/2 pic.twitter.com/ZdfWOEeoXJ","","@ UNHCRUK","","1009098955005874176","","","https://twitter.com/PhotoEastUK/status/1009098955005874176","https://pbs.twimg.com/media/DgEJ-muWAAAwzt1.jpg"
"VanessaGower8","2018-06-18-14:26",0,17,"Rather extraordinary but I did a DNA test and I'm 94% white British, 3% poss Irish, 3% Scandi. Essentially, I am queen of the Britons (queen of the who?) And I decree we stay in the EU and welcome refugees. Make it so.","","","","1008778080272506880","1008376789335527424","FreeQuayBouy hnelke1973 matthaig1","https://twitter.com/VanessaGower8/status/1008778080272506880",""
"AtlanticismLive","2018-06-18-06:41",2,1,"We must take interest. We must help them escape. We must accept refugees. We can’t send them home. We must house them. We must amend job quotas. We must take interest. Repeat. Welcome to population replacement and the obliteration of British culture forever.","","","","1008660889132785664","","","https://twitter.com/AtlanticismLive/status/1008660889132785664",""
"LeeJasper","2018-06-18-05:12",2,5,"I'd normally welcome this. Unity In the fight against discrimination is essential. However in the context of a Governement that fans the flames of Islamophobia, deports black British citizens and refuses to take in child refugees, I'll think I'll pass. Fake anti racism. https://twitter.com/ConHome/status/1007526235977715712 …","","","","1008638686039330818","","","https://twitter.com/LeeJasper/status/1008638686039330818",""
"DSaumil13","2018-06-13-07:41",0,0,"On a personal level i find Atul Kochar a hypocrite, he talks about India but is a British citizen, supports hindutva but makes Beef dishes, has problems with Rohingya refugees but takes part in refugee welcome events in London! Typical double standard NRI.","","","","1006864011340611584","1006862290056986625","","https://twitter.com/DSaumil13/status/1006864011340611584","https://pbs.twimg.com/profile_images/1019646192521687041/azux7c4k_normal.jpg"
